# GRID
# x y z
# 0.0 0.98 50 0.0 0.98 50 0.0 0.0 1
# x y z Bx By Bz
0.42 0 0 -4.00111 1.83388 -0.550163
0.42 0.02 0 -4.43135 2.13374 -0.666793
0.42 0.04 0 -4.93694 2.448 -0.79826
0.42 0.06 0 -5.50307 2.86144 -0.97549
0.42 0.08 0 -6.15477 3.35232 -1.19726
0.42 0.1 0 -6.90785 3.93725 -1.47647
0.42 0.12 0 -7.78135 4.6367 -1.83028
0.42 0.14 0 -8.79837 5.47595 -2.28165
0.42 0.16 0 -9.98676 6.48607 -2.8615
0.42 0.18 0 -11.3333 7.7941 -3.65349
0.42 0.2 0 -12.9049 9.38124 -4.69062
0.42 0.22 0 -14.7417 11.3075 -6.05761
0.42 0.24 0 -16.8892 13.642 -7.87038
0.42 0.26 0 -19.2884 16.6088 -10.3805
0.42 0.28 0 -22.1792 20.0023 -13.6379
0.42 0.3 0 -25.1776 24.3902 -18.2926
0.42 0.32 0 -28.6879 29.2689 -24.3908
0.42 0.34 0 -32.2578 34.9367 -32.7531
0.42 0.36 0 -35.9039 40.8839 -43.8042
0.42 0.38 0 -38.9384 46.7236 -58.4046
0.42 0.4 0 -41.7496 50.8089 -76.2133
0.42 0.42 0 -43.5364 51.8006 -97.1261
0.42 0.44 0 -44.6126 47.6573 -119.143
0.42 0.46 0 -44.1334 37.3093 -139.91
0.42 0.48 0 -43.9344 20.596 -154.47
0.42 0.5 0 -43.5003 0 -159.999
0.42 0.52 0 -43.9344 -20.596 -154.47
0.42 0.54 0 -44.1334 -37.3092 -139.91
0.42 0.56 0 -44.6126 -47.6573 -119.143
0.42 0.58 0 -43.5364 -51.8006 -97.1261
0.42 0.6 0 -41.7496 -50.8089 -76.2133
0.42 0.62 0 -38.9384 -46.7236 -58.4046
0.42 0.64 0 -35.9039 -40.8839 -43.8042
0.42 0.66 0 -32.2578 -34.9367 -32.7531
0.42 0.68 0 -28.6879 -29.2689 -24.3908
0.42 0.7 0 -25.1776 -24.3902 -18.2926
0.42 0.72 0 -22.1792 -20.0023 -13.6379
0.42 0.74 0 -19.2884 -16.6088 -10.3805
0.42 0.76 0 -16.8892 -13.642 -7.87038
0.42 0.78 0 -14.7417 -11.3075 -6.05761
0.42 0.8 0 -12.9049 -9.38125 -4.69062
0.42 0.82 0 -11.3333 -7.7941 -3.65349
0.42 0.84 0 -9.98677 -6.48607 -2.8615
0.42 0.86 0 -8.79837 -5.47596 -2.28165
0.42 0.88 0 -7.78135 -4.6367 -1.83028
0.42 0.9 0 -6.90785 -3.93725 -1.47647
0.42 0.92 0 -6.15477 -3.35232 -1.19726
0.42 0.94 0 -5.50307 -2.86144 -0.97549
0.42 0.96 0 -4.93695 -2.448 -0.79826
0.42 0.98 0 -4.43135 -2.13374 -0.666793
0.44 0 0 -4.188 1.41808 -0.425424
0.44 0.02 0 -4.66322 1.63401 -0.510629
0.44 0.04 0 -5.21074 1.88832 -0.615756
0.44 0.06 0 -5.83173 2.23437 -0.761719
0.44 0.08 0 -6.56599 2.59701 -0.927504
0.44 0.1 0 -7.42334 3.02928 -1.13598
0.44 0.12 0 -8.40845 3.61148 -1.42558
0.44 0.14 0 -9.56545 4.31561 -1.79817
0.44 0.16 0 -10.9609 5.08677 -2.24416
0.44 0.18 0 -12.5856 6.11539 -2.86659
0.44 0.2 0 -14.4753 7.48036 -3.74018
0.44 0.22 0 -16.778 9.03244 -4.83881
0.44 0.24 0 -19.4705 11.0733 -6.38843
0.44 0.26 0 -22.7739 13.4082 -8.3801
0.44 0.28 0 -26.6392 16.4273 -11.2004
0.44 0.3 0 -31.1096 20.2802 -15.2101
0.44 0.32 0 -36.3582 24.8476 -20.7063
0.44 0.34 0 -42.668 29.8034 -27.9407
0.44 0.36 0 -49.344 35.7573 -38.3114
0.44 0.38 0 -56.9257 41.3214 -51.6517
0.44 0.4 0 -64.8459 45.7623 -68.6435
0.44 0.42 0 -71.9314 47.8635 -89.744
0.44 0.44 0 -78.3542 45.0082 -112.52
0.44 0.46 0 -83.4554 35.6927 -133.848
0.44 0.48 0 -86.6143 19.9319 -149.489
0.44 0.5 0 -88.3025 0 -154.619
0.44 0.52 0 -86.6143 -19.9318 -149.489
0.44 0.54 0 -83.4554 -35.6927 -133.848
0.44 0.56 0 -78.3542 -45.0082 -112.52
0.44 0.58 0 -71.9314 -47.8635 -89.7441
0.44 0.6 0 -64.846 -45.7623 -68.6435
0.44 0.62 0 -56.9257 -41.3214 -51.6517
0.44 0.64 0 -49.344 -35.7573 -38.3114
0.44 0.66 0 -42.668 -29.8034 -27.9407
0.44 0.68 0 -36.3582 -24.8476 -20.7063
0.44 0.7 0 -31.1096 -20.2802 -15.2101
0.44 0.72 0 -26.6392 -16.4273 -11.2004
0.44 0.74 0 -22.7739 -13.4082 -8.3801
0.44 0.76 0 -19.4705 -11.0733 -6.38843
0.44 0.78 0 -16.778 -9.03244 -4.83881
0.44 0.8 0 -14.4753 -7.48037 -3.74018
0.44 0.82 0 -12.5856 -6.11539 -2.86659
0.44 0.84 0 -10.9609 -5.08677 -2.24416
0.44 0.86 0 -9.56546 -4.31561 -1.79817
0.44 0.88 0 -8.40845 -3.61148 -1.42558
0.44 0.9 0 -7.42334 -3.02928 -1.13598
0.44 0.92 0 -6.56599 -2.59701 -0.927504
0.44 0.94 0 -5.83173 -2.23437 -0.761719
0.44 0.96 0 -5.21074 -1.88832 -0.615756
0.44 0.98 0 -4.66322 -1.63401 -0.510629
0.46 0 0 -4.32648 0.977058 -0.293117
0.46 0.02 0 -4.83356 1.10169 -0.344278
0.46 0.04 0 -5.41341 1.28897 -0.420315
0.46 0.06 0 -6.08664 1.51171 -0.515355
0.46 0.08 0 -6.87209 1.77775 -0.634909
0.46 0.1 0 -7.79306 2.09686 -0.786323
0.46 0.12 0 -8.8786 2.48131 -0.979466
0.46 0.14 0 -10.165 2.9465 -1.22771
0.46 0.16 0 -11.698 3.51176 -1.5493
0.46 0.18 0 -13.5098 4.30116 -2.01617
0.46 0.2 0 -15.7179 5.16029 -2.58014
0.46 0.22 0 -18.3545 6.34657 -3.39995
0.46 0.24 0 -21.5544 7.81479 -4.50853
0.46 0.26 0 -25.5139 9.45086 -5.90679
0.46 0.28 0 -30.2172 11.8602 -8.08652
0.46 0.3 0 -36.0431 14.5771 -10.9328
0.46 0.32 0 -43.0268 18.1042 -15.0868
0.46 0.34 0 -51.6146 21.9158 -20.5461
0.46 0.36 0 -61.6855 26.4673 -28.3578
0.46 0.38 0 -73.3962 31.0983 -38.8729
0.46 0.4 0 -86.1651 35.4494 -53.1741
0.46 0.42 0 -99.9313 37.4292 -70.1798
0.46 0.44 0 -113.183 35.7721 -89.4304
0.46 0.46 0 -124.753 28.6723 -107.521
0.46 0.48 0 -132.865 16.076 -120.57
0.46 0.5 0 -135.312 0 -126.212
0.46 0.52 0 -132.865 -16.076 -120.57
0.46 0.54 0 -124.753 -28.6723 -107.521
0.46 0.56 0 -113.183 -35.7721 -89.4304
0.46 0.58 0 -99.9313 -37.4292 -70.1798
0.46 0.6 0 -86.1651 -35.4494 -53.1741
0.46 0.62 0 -73.3962 -31.0983 -38.8729
0.46 0.64 0 -61.6855 -26.4673 -28.3578
0.46 0.66 0 -51.6147 -21.9158 -20.5461
0.46 0.68 0 -43.0268 -18.1042 -15.0868
0.46 0.7 0 -36.0431 -14.5771 -10.9328
0.46 0.72 0 -30.2172 -11.8602 -8.08653
0.46 0.74 0 -25.5139 -9.45086 -5.90679
0.46 0.76 0 -21.5544 -7.81479 -4.50853
0.46 0.78 0 -18.3545 -6.34657 -3.39995
0.46 0.8 0 -15.7179 -5.16029 -2.58014
0.46 0.82 0 -13.5098 -4.30116 -2.01617
0.46 0.84 0 -11.698 -3.51176 -1.5493
0.46 0.86 0 -10.165 -2.9465 -1.22771
0.46 0.88 0 -8.8786 -2.48131 -0.979466
0.46 0.9 0 -7.79306 -2.09686 -0.786323
0.46 0.92 0 -6.87209 -1.77775 -0.634909
0.46 0.94 0 -6.08664 -1.51171 -0.515355
0.46 0.96 0 -5.41341 -1.28897 -0.420315
0.46 0.98 0 -4.83356 -1.10169 -0.344278
0.48 0 0 -4.41552 0.484534 -0.14536
0.48 0.02 0 -4.93726 0.546816 -0.17088
0.48 0.04 0 -5.53846 0.661949 -0.215853
0.48 0.06 0 -6.24245 0.752845 -0.256652
0.48 0.08 0 -7.06162 0.913574 -0.326276
0.48 0.1 0 -8.03093 1.04801 -0.393003
0.48 0.12 0 -9.17103 1.27682 -0.504006
0.48 0.14 0 -10.5355 1.47857 -0.616071
0.48 0.16 0 -12.1592 1.81085 -0.798906
0.48 0.18 0 -14.1133 2.22086 -1.04103
0.48 0.2 0 -16.4953 2.60975 -1.30488
0.48 0.22 0 -19.3815 3.22064 -1.72534
0.48 0.24 0 -22.9178 3.98053 -2.29646
0.48 0.26 0 -27.2729 4.92501 -3.07813
0.48 0.28 0 -32.6588 6.09436 -4.15525
0.48 0.3 0 -39.3361 7.52962 -5.64721
0.48 0.32 0 -47.5477 9.5585 -7.96541
0.48 0.34 0 -57.7469 11.6388 -10.9114
0.48 0.36 0 -70.0968 14.3482 -15.3731
0.48 0.38 0 -84.9996 16.7618 -20.9523
0.48 0.4 0 -102.098 19.2783 -28.9175
0.48 0.42 0 -120.834 20.7726 -38.9486
0.48 0.44 0 -139.99 19.8054 -49.5135
0.48 0.46 0 -156.948 15.9924 -59.9715
0.48 0.48 0 -168.714 9.10238 -68.2678
0.48 0.5 0 -172.714 0 -72.3076
0.48 0.52 0 -168.714 -9.10237 -68.2678
0.48 0.54 0 -156.948 -15.9924 -59.9715
0.48 0.56 0 -139.99 -19.8054 -49.5135
0.48 0.58 0 -120.834 -20.7726 -38.9486
0.48 0.6 0 -102.098 -19.2783 -28.9175
0.48 0.62 0 -84.9996 -16.7618 -20.9523
0.48 0.64 0 -70.0969 -14.3482 -15.3731
0.48 0.66 0 -57.747 -11.6388 -10.9114
0.48 0.68 0 -47.5477 -9.5585 -7.96541
0.48 0.7 0 -39.3361 -7.52962 -5.64721
0.48 0.72 0 -32.6588 -6.09436 -4.15525
0.48 0.74 0 -27.2729 -4.92501 -3.07813
0.48 0.76 0 -22.9178 -3.98053 -2.29646
0.48 0.78 0 -19.3815 -3.22064 -1.72534
0.48 0.8 0 -16.4953 -2.60975 -1.30488
0.48 0.82 0 -14.1133 -2.22086 -1.04103
0.48 0.84 0 -12.1592 -1.81085 -0.798907
0.48 0.86 0 -10.5355 -1.47857 -0.616071
0.48 0.88 0 -9.17103 -1.27682 -0.504006
0.48 0.9 0 -8.03093 -1.04801 -0.393003
0.48 0.92 0 -7.06162 -0.913574 -0.326277
0.48 0.94 0 -6.24245 -0.752845 -0.256652
0.48 0.96 0 -5.53846 -0.661949 -0.215853
0.48 0.98 0 -4.93726 -0.546816 -0.17088
0.5 0 0 -4.44453 -0.0175492 0.00526477
0.5 0.02 0 -4.9711 -0.0195598 0.00611245
0.5 0.04 0 -5.58179 -0.0218764 0.00713362
0.5 0.06 0 -6.29352 -0.0245564 0.0083715
0.5 0.08 0 -7.12727 -0.0276695 0.00988196
0.5 0.1 0 -8.10926 -0.0313008 0.0117378
0.5 0.12 0 -9.27238 -0.0355543 0.0140346
0.5 0.14 0 -10.6581 -0.040557 0.0168987
0.5 0.16 0 -12.3193 -0.0464636 0.0204987
0.5 0.18 0 -14.3229 -0.0534622 0.0250604
0.5 0.2 0 -16.7551 -0.0617785 0.0308893
0.5 0.22 0 -19.726 -0.0716799 0.0383999
0.5 0.24 0 -23.377 -0.0834729 0.0481574
0.5 0.26 0 -27.8886 -0.0974917 0.0609323
0.5 0.28 0 -33.4893 -0.114065 0.0777715
0.5 0.3 0 -40.4628 -0.133442 0.100081
0.5 0.32 0 -49.1493 -0.15565 0.129708
0.5 0.34 0 -59.9319 -0.18024 0.168975
0.5 0.36 0 -73.1901 -0.205866 0.220571
0.5 0.38 0 -89.1941 -0.229694 0.287118
0.5 0.4 0 -107.907 -0.246749 0.370123
0.5 0.42 0 -128.685 -0.249641 0.468077
0.5 0.44 0 -149.939 -0.229558 0.573894
0.5 0.46 0 -168.986 -0.179493 0.673098
0.5 0.48 0 -182.441 -0.0993987 0.74549
0.5 0.5 0 -187.328 0 0.772232
0.5 0.52 0 -182.441 0.0993986 0.74549
0.5 0.54 0 -168.986 0.179493 0.673099
0.5 0.56 0 -149.939 0.229558 0.573894
0.5 0.58 0 -128.685 0.249641 0.468077
0.5 0.6 0 -107.907 0.246749 0.370123
0.5 0.62 0 -89.1941 0.229694 0.287118
0.5 0.64 0 -73.1901 0.205866 0.220571
0.5 0.66 0 -59.9319 0.18024 0.168975
0.5 0.68 0 -49.1493 0.15565 0.129708
0.5 0.7 0 -40.4628 0.133442 0.100081
0.5 0.72 0 -33.4893 0.114065 0.0777715
0.5 0.74 0 -27.8886 0.0974917 0.0609323
0.5 0.76 0 -23.377 0.0834729 0.0481574
0.5 0.78 0 -19.726 0.0716799 0.0383999
0.5 0.8 0 -16.7551 0.0617786 0.0308893
0.5 0.82 0 -14.3229 0.0534622 0.0250604
0.5 0.84 0 -12.3193 0.0464636 0.0204987
0.5 0.86 0 -10.6581 0.040557 0.0168987
0.5 0.88 0 -9.27238 0.0355543 0.0140346
0.5 0.9 0 -8.10926 0.0313008 0.0117378
0.5 0.92 0 -7.12727 0.0276695 0.00988197
0.5 0.94 0 -6.29352 0.0245564 0.0083715
0.5 0.96 0 -5.58179 0.0218764 0.00713362
0.5 0.98 0 -4.9711 0.0195598 0.00611245
0.52 0 0 -4.41543 -0.485668 0.145701
0.52 0.02 0 -4.93716 -0.548089 0.171278
0.52 0.04 0 -5.53834 -0.663383 0.21632
0.52 0.06 0 -6.24231 -0.754467 0.257205
0.52 0.08 0 -7.06145 -0.915417 0.326935
0.52 0.1 0 -8.03073 -1.05011 0.393793
0.52 0.12 0 -9.17078 -1.27923 0.50496
0.52 0.14 0 -10.5352 -1.48136 0.617235
0.52 0.16 0 -12.1588 -1.8141 0.800337
0.52 0.18 0 -14.1129 -2.22465 1.0428
0.52 0.2 0 -16.4948 -2.61421 1.30711
0.52 0.22 0 -19.3808 -3.22592 1.72817
0.52 0.24 0 -22.9169 -3.98682 2.30009
0.52 0.26 0 -27.2717 -4.93255 3.08284
0.52 0.28 0 -32.6573 -6.10344 4.16143
0.52 0.3 0 -39.3342 -7.54059 5.65544
0.52 0.32 0 -47.5451 -9.57177 7.97647
0.52 0.34 0 -57.7434 -11.6549 10.9264
0.52 0.36 0 -70.092 -14.3674 15.3936
0.52 0.38 0 -84.9932 -16.7843 20.9803
0.52 0.4 0 -102.089 -19.3036 28.9554
0.52 0.42 0 -120.823 -20.7995 38.999
0.52 0.44 0 -139.976 -19.8312 49.5781
0.52 0.46 0 -156.93 -16.0134 60.0502
0.52 0.48 0 -168.694 -9.11428 68.357
0.52 0.5 0 -172.693 0 72.4007
0.52 0.52 0 -168.694 9.11426 68.3571
0.52 0.54 0 -156.93 16.0134 60.0502
0.52 0.56 0 -139.976 19.8312 49.5781
0.52 0.58 0 -120.823 20.7995 38.999
0.52 0.6 0 -102.089 19.3036 28.9555
0.52 0.62 0 -84.9932 16.7843 20.9803
0.52 0.64 0 -70.092 14.3674 15.3936
0.52 0.66 0 -57.7434 11.6549 10.9264
0.52 0.68 0 -47.5451 9.57177 7.97647
0.52 0.7 0 -39.3342 7.54059 5.65544
0.52 0.72 0 -32.6573 6.10344 4.16144
0.52 0.74 0 -27.2717 4.93255 3.08284
0.52 0.76 0 -22.9169 3.98682 2.30009
0.52 0.78 0 -19.3808 3.22592 1.72817
0.52 0.8 0 -16.4948 2.61421 1.30711
0.52 0.82 0 -14.1129 2.22465 1.0428
0.52 0.84 0 -12.1589 1.8141 0.800337
0.52 0.86 0 -10.5352 1.48136 0.617235
0.52 0.88 0 -9.17078 1.27923 0.50496
0.52 0.9 0 -8.03073 1.05011 0.393793
0.52 0.92 0 -7.06145 0.915418 0.326935
0.52 0.94 0 -6.24231 0.754467 0.257205
0.52 0.96 0 -5.53834 0.663383 0.21632
0.52 0.98 0 -4.93716 0.548089 0.171278
0.54 0 0 -4.32627 -0.978468 0.29354
0.54 0.02 0 -4.83332 -1.10329 0.344779
0.54 0.04 0 -5.41312 -1.2908 0.420912
0.54 0.06 0 -6.0863 -1.51381 0.516073
0.54 0.08 0 -6.87167 -1.78018 0.635778
0.54 0.1 0 -7.79256 -2.09969 0.787384
0.54 0.12 0 -8.87798 -2.48463 0.980775
0.54 0.14 0 -10.1643 -2.95041 1.22934
0.54 0.16 0 -11.6971 -3.51641 1.55136
0.54 0.18 0 -13.5086 -4.30673 2.01878
0.54 0.2 0 -15.7164 -5.16702 2.58351
0.54 0.22 0 -18.3526 -6.35477 3.40434
0.54 0.24 0 -21.5518 -7.82486 4.51434
0.54 0.26 0 -25.5105 -9.46333 5.91458
0.54 0.28 0 -30.2126 -11.8757 8.0971
0.54 0.3 0 -36.0368 -14.5965 10.9474
0.54 0.32 0 -43.0182 -18.1285 15.1071
0.54 0.34 0 -51.6027 -21.9463 20.5746
0.54 0.36 0 -61.6688 -26.505 28.3982
0.54 0.38 0 -73.3729 -31.1438 38.9297
0.54 0.4 0 -86.1326 -35.5022 53.2533
0.54 0.42 0 -99.8874 -37.4867 70.2875
0.54 0.44 0 -113.126 -35.8284 89.571
0.54 0.46 0 -124.683 -28.7185 107.694
0.54 0.48 0 -132.786 -16.1025 120.769
0.54 0.5 0 -135.229 0 126.42
0.54 0.52 0 -132.786 16.1025 120.769
0.54 0.54 0 -124.684 28.7185 107.695
0.54 0.56 0 -113.126 35.8284 89.571
0.54 0.58 0 -99.8875 37.4867 70.2875
0.54 0.6 0 -86.1326 35.5022 53.2533
0.54 0.62 0 -73.3729 31.1438 38.9297
0.54 0.64 0 -61.6688 26.505 28.3982
0.54 0.66 0 -51.6027 21.9463 20.5746
0.54 0.68 0 -43.0182 18.1285 15.1071
0.54 0.7 0 -36.0368 14.5965 10.9474
0.54 0.72 0 -30.2126 11.8758 8.0971
0.54 0.74 0 -25.5105 9.46333 5.91458
0.54 0.76 0 -21.5518 7.82486 4.51434
0.54 0.78 0 -18.3526 6.35477 3.40434
0.54 0.8 0 -15.7164 5.16702 2.58351
0.54 0.82 0 -13.5086 4.30673 2.01878
0.54 0.84 0 -11.6971 3.51641 1.55136
0.54 0.86 0 -10.1643 2.95041 1.22934
0.54 0.88 0 -8.87798 2.48463 0.980775
0.54 0.9 0 -7.79256 2.09969 0.787384
0.54 0.92 0 -6.87168 1.78018 0.635778
0.54 0.94 0 -6.0863 1.51381 0.516073
0.54 0.96 0 -5.41312 1.2908 0.420912
0.54 0.98 0 -4.83332 1.10329 0.344779
0.56 0 0 -4.18762 -1.41993 0.42598
0.56 0.02 0 -4.66277 -1.63615 0.511296
0.56 0.04 0 -5.2102 -1.89079 0.616561
0.56 0.06 0 -5.83106 -2.23725 0.762698
0.56 0.08 0 -6.56518 -2.60038 0.928707
0.56 0.1 0 -7.42236 -3.03326 1.13747
0.56 0.12 0 -8.40723 -3.61621 1.42745
0.56 0.14 0 -9.56391 -4.32127 1.80053
0.56 0.16 0 -10.959 -5.09361 2.24718
0.56 0.18 0 -12.5832 -6.12371 2.87049
0.56 0.2 0 -14.472 -7.49056 3.74528
0.56 0.22 0 -16.7737 -9.04506 4.84557
0.56 0.24 0 -19.4649 -11.089 6.39749
0.56 0.26 0 -22.7663 -13.4279 8.39244
0.56 0.28 0 -26.6289 -16.4522 11.2174
0.56 0.3 0 -31.0952 -20.3116 15.2337
0.56 0.32 0 -36.3381 -24.8874 20.7395
0.56 0.34 0 -42.64 -29.8535 27.9876
0.56 0.36 0 -49.3042 -35.8193 38.3778
0.56 0.38 0 -56.87 -41.3963 51.7453
0.56 0.4 0 -64.769 -45.849 68.7735
0.56 0.42 0 -71.8271 -47.957 89.9193
0.56 0.44 0 -78.2189 -45.099 112.747
0.56 0.46 0 -83.2901 -35.7667 134.125
0.56 0.48 0 -86.4264 -19.9739 149.804
0.56 0.5 0 -88.1071 0 154.949
0.56 0.52 0 -86.4264 19.9739 149.804
0.56 0.54 0 -83.2901 35.7667 134.125
0.56 0.56 0 -78.2189 45.099 112.747
0.56 0.58 0 -71.8271 47.957 89.9193
0.56 0.6 0 -64.7691 45.849 68.7736
0.56 0.62 0 -56.87 41.3963 51.7453
0.56 0.64 0 -49.3042 35.8193 38.3778
0.56 0.66 0 -42.64 29.8535 27.9876
0.56 0.68 0 -36.3381 24.8874 20.7395
0.56 0.7 0 -31.0952 20.3116 15.2337
0.56 0.72 0 -26.6289 16.4522 11.2174
0.56 0.74 0 -22.7663 13.4279 8.39244
0.56 0.76 0 -19.4649 11.089 6.39749
0.56 0.78 0 -16.7737 9.04506 4.84557
0.56 0.8 0 -14.472 7.49056 3.74528
0.56 0.82 0 -12.5832 6.12371 2.87049
0.56 0.84 0 -10.959 5.09361 2.24718
0.56 0.86 0 -9.56391 4.32127 1.80053
0.56 0.88 0 -8.40723 3.61621 1.42745
0.56 0.9 0 -7.42236 3.03326 1.13747
0.56 0.92 0 -6.56519 2.60038 0.928707
0.56 0.94 0 -5.83106 2.23725 0.762698
0.56 0.96 0 -5.2102 1.89079 0.616561
0.56 0.98 0 -4.66277 1.63615 0.511296
0.58 0 0 -4.00048 -1.83632 0.550895
0.58 0.02 0 -4.43059 -2.13657 0.667677
0.58 0.04 0 -4.93603 -2.4513 0.799338
0.58 0.06 0 -5.50194 -2.86532 0.976812
0.58 0.08 0 -6.15338 -3.3569 1.19889
0.58 0.1 0 -6.90612 -3.9427 1.47851
0.58 0.12 0 -7.77919 -4.64323 1.83285
0.58 0.14 0 -8.79564 -5.48383 2.28493
0.58 0.16 0 -9.9833 -6.49565 2.86573
0.58 0.18 0 -11.3288 -7.80583 3.65898
0.58 0.2 0 -12.899 -9.39569 4.69785
0.58 0.22 0 -14.7339 -11.3255 6.06723
0.58 0.24 0 -16.8788 -13.6644 7.88332
0.58 0.26 0 -19.2743 -16.6369 10.3981
0.58 0.28 0 -22.16 -20.0378 13.6622
0.58 0.3 0 -25.1509 -24.4349 18.3261
0.58 0.32 0 -28.6509 -29.3252 24.4377
0.58 0.34 0 -32.206 -35.0067 32.8188
0.58 0.36 0 -35.8314 -40.9697 43.8961
0.58 0.38 0 -38.8372 -46.8254 58.5318
0.58 0.4 0 -41.6113 -50.9246 76.3869
0.58 0.42 0 -43.3524 -51.9232 97.356
0.58 0.44 0 -44.3784 -47.7744 119.436
0.58 0.46 0 -43.8499 -37.403 140.261
0.58 0.48 0 -43.6154 -20.6487 154.865
0.58 0.5 0 -43.1677 0 160.41
0.58 0.52 0 -43.6154 20.6487 154.865
0.58 0.54 0 -43.8499 37.4029 140.261
0.58 0.56 0 -44.3784 47.7744 119.436
0.58 0.58 0 -43.3525 51.9232 97.3561
0.58 0.6 0 -41.6113 50.9246 76.3869
0.58 0.62 0 -38.8372 46.8254 58.5318
0.58 0.64 0 -35.8314 40.9697 43.8961
0.58 0.66 0 -32.206 35.0067 32.8188
0.58 0.68 0 -28.6509 29.3252 24.4377
0.58 0.7 0 -25.1509 24.4349 18.3262
0.58 0.72 0 -22.16 20.0379 13.6622
0.58 0.74 0 -19.2743 16.6369 10.3981
0.58 0.76 0 -16.8788 13.6644 7.88332
0.58 0.78 0 -14.7339 11.3255 6.06723
0.58 0.8 0 -12.899 9.3957 4.69785
0.58 0.82 0 -11.3288 7.80583 3.65898
0.58 0.84 0 -9.9833 6.49565 2.86573
0.58 0.86 0 -8.79565 5.48384 2.28493
0.58 0.88 0 -7.77919 4.64323 1.83285
0.58 0.9 0 -6.90612 3.9427 1.47851
0.58 0.92 0 -6.15339 3.3569 1.19889
0.58 0.94 0 -5.50194 2.86532 0.976812
0.58 0.96 0 -4.93603 2.4513 0.799338
0.58 0.98 0 -4.43059 2.13657 0.667677
0.6 0 0 -3.75711 -2.25147 0.675442
0.6 0.02 0 -4.15817 -2.56212 0.800664
0.6 0.04 0 -4.59904 -2.9621 0.965902
0.6 0.06 0 -5.10101 -3.43257 1.17019
0.6 0.08 0 -5.67425 -3.98779 1.42421
0.6 0.1 0 -6.3308 -4.64518 1.74194
0.6 0.12 0 -7.05267 -5.48377 2.16465
0.6 0.14 0 -7.87661 -6.48569 2.70237
0.6 0.16 0 -8.86435 -7.61261 3.35851
0.6 0.18 0 -9.89476 -9.12385 4.27681
0.6 0.2 0 -11.1251 -10.8499 5.42493
0.6 0.22 0 -12.4465 -13.0229 6.97653
0.6 0.24 0 -13.9229 -15.6265 9.01529
0.6 0.26 0 -15.5554 -18.727 11.7044
0.6 0.28 0 -17.3328 -22.3807 15.2596
0.6 0.3 0 -19.0311 -26.7753 20.0814
0.6 0.32 0 -20.4458 -31.917 26.5975
0.6 0.34 0 -21.8592 -37.2993 34.9681
0.6 0.36 0 -22.5057 -42.9045 45.9691
0.6 0.38 0 -22.3258 -47.8526 59.8157
0.6 0.4 0 -20.9907 -51.0478 76.5716
0.6 0.42 0 -18.8904 -50.8654 95.3727
0.6 0.44 0 -15.4691 -46.0129 115.032
0.6 0.46 0 -11.7704 -35.3946 132.73
0.6 0.48 0 -9.42444 -19.332 144.99
0.6 0.5 0 -8.23764 0 149.557
0.6 0.52 0 -9.42443 19.332 144.99
0.6 0.54 0 -11.7704 35.3945 132.73
0.6 0.56 0 -15.4691 46.0129 115.032
0.6 0.58 0 -18.8904 50.8654 95.3727
0.6 0.6 0 -20.9907 51.0478 76.5717
0.6 0.62 0 -22.3258 47.8526 59.8157
0.6 0.64 0 -22.5057 42.9045 45.9691
0.6 0.66 0 -21.8592 37.2993 34.9681
0.6 0.68 0 -20.4458 31.917 26.5975
0.6 0.7 0 -19.0311 26.7753 20.0815
0.6 0.72 0 -17.3328 22.3807 15.2596
0.6 0.74 0 -15.5554 18.727 11.7044
0.6 0.76 0 -13.9229 15.6265 9.01529
0.6 0.78 0 -12.4465 13.0229 6.97654
0.6 0.8 0 -11.1251 10.8499 5.42493
0.6 0.82 0 -9.89476 9.12385 4.27681
0.6 0.84 0 -8.86435 7.61262 3.35851
0.6 0.86 0 -7.87661 6.48569 2.70237
0.6 0.88 0 -7.05267 5.48377 2.16465
0.6 0.9 0 -6.3308 4.64519 1.74194
0.6 0.92 0 -5.67425 3.98779 1.42421
0.6 0.94 0 -5.10101 3.43257 1.17019
0.6 0.96 0 -4.59904 2.9621 0.965902
0.6 0.98 0 -4.15817 2.56212 0.800664
0.62 0 0 -3.48669 -2.59746 0.779238
0.62 0.02 0 -3.82655 -2.97497 0.929678
0.62 0.04 0 -4.20913 -3.41509 1.11361
0.62 0.06 0 -4.64073 -3.92974 1.33969
0.62 0.08 0 -5.1286 -4.53334 1.61905
0.62 0.1 0 -5.64991 -5.29136 1.98426
0.62 0.12 0 -6.2343 -6.18741 2.4424
0.62 0.14 0 -6.88906 -7.24868 3.02028
0.62 0.16 0 -7.62158 -8.5074 3.75327
0.62 0.18 0 -8.37634 -10.0751 4.7227
0.62 0.2 0 -9.19612 -11.9379 5.96893
0.62 0.22 0 -10.0752 -14.1458 7.57813
0.62 0.24 0 -11.0001 -16.7505 9.66377
0.62 0.26 0 -11.8103 -19.91 12.4438
0.62 0.28 0 -12.5395 -23.5635 16.066
0.62 0.3 0 -12.8972 -27.8333 20.875
0.62 0.32 0 -13.1277 -32.3816 26.9846
0.62 0.34 0 -12.2836 -37.4114 35.0732
0.62 0.36 0 -10.8962 -42.0927 45.0993
0.62 0.38 0 -8.46894 -45.8921 57.3651
0.62 0.4 0 -4.79308 -47.8458 71.7687
0.62 0.42 0 0.220799 -46.7762 87.7053
0.62 0.44 0 5.69735 -41.4689 103.672
0.62 0.46 0 10.1377 -31.3299 117.487
