# GRID
# x y z
# 0.0 0.98 50 0.0 0.98 50 0.0 0.0 1
# x y z Bx By Bz
0.2 0.6 0 17.6567 -10.813 -16.2195
0.2 0.62 0 15.6388 -11.893 -14.8662
0.2 0.64 0 13.6633 -12.5384 -13.434
0.2 0.66 0 11.6221 -12.8401 -12.0376
0.2 0.68 0 9.8853 -12.7836 -10.653
0.2 0.7 0 8.17116 -12.5032 -9.37738
0.2 0.72 0 6.53079 -12.0408 -8.20967
0.2 0.74 0 5.20974 -11.4271 -7.14192
0.2 0.76 0 4.06913 -10.73 -6.1904
0.2 0.78 0 3.09575 -9.98914 -5.35133
0.2 0.8 0 2.27378 -9.23461 -4.61731
0.2 0.82 0 1.58632 -8.48867 -3.97906
0.2 0.84 0 1.07483 -7.77861 -3.43174
0.2 0.86 0 0.600182 -7.09283 -2.95534
0.2 0.88 0 0.213284 -6.44768 -2.54514
0.2 0.9 0 -0.0584232 -5.86053 -2.1977
0.2 0.92 0 -0.276501 -5.31893 -1.89962
0.2 0.94 0 -0.449591 -4.8219 -1.64383
0.2 0.96 0 -0.585149 -4.36761 -1.42422
0.2 0.98 0 -0.663772 -3.96699 -1.23968
0.22 0 0 -0.999265 3.64071 -1.09221
0.22 0.02 0 -0.969401 4.02794 -1.25873
0.22 0.04 0 -0.892724 4.47338 -1.45871
0.22 0.06 0 -0.819254 4.94986 -1.68745
0.22 0.08 0 -0.681216 5.49348 -1.96196
0.22 0.1 0 -0.458087 6.10879 -2.2908
0.22 0.12 0 -0.218228 6.7645 -2.6702
0.22 0.14 0 0.0862308 7.47885 -3.11619
0.22 0.16 0 0.528363 8.26746 -3.64741
0.22 0.18 0 1.07847 9.10876 -4.26973
0.22 0.2 0 1.75587 9.99383 -4.99692
0.22 0.22 0 2.58157 10.9079 -5.84349
0.22 0.24 0 3.57757 11.8282 -6.82397
0.22 0.26 0 4.76566 12.7226 -7.9516
0.22 0.28 0 6.29258 13.5418 -9.23301
0.22 0.3 0 7.93516 14.2303 -10.6727
0.22 0.32 0 9.81343 14.7174 -12.2645
0.22 0.34 0 11.9229 14.9177 -13.9854
0.22 0.36 0 14.2433 14.7374 -15.79
0.22 0.38 0 16.7347 14.0831 -17.6039
0.22 0.4 0 19.1046 12.9363 -19.4045
0.22 0.42 0 21.2214 11.2681 -21.1278
0.22 0.44 0 23.2086 9.02352 -22.5588
0.22 0.46 0 24.7011 6.31927 -23.6973
0.22 0.48 0 25.588 3.26159 -24.4619
0.22 0.5 0 26.0771 0 -24.6049
0.22 0.52 0 25.588 -3.26158 -24.4619
0.22 0.54 0 24.7011 -6.31926 -23.6973
0.22 0.56 0 23.2086 -9.02352 -22.5588
0.22 0.58 0 21.2214 -11.2681 -21.1278
0.22 0.6 0 19.1046 -12.9363 -19.4045
0.22 0.62 0 16.7347 -14.0831 -17.6039
0.22 0.64 0 14.2433 -14.7374 -15.79
0.22 0.66 0 11.9229 -14.9177 -13.9854
0.22 0.68 0 9.81343 -14.7174 -12.2645
0.22 0.7 0 7.93516 -14.2303 -10.6727
0.22 0.72 0 6.29258 -13.5418 -9.23302
0.22 0.74 0 4.76566 -12.7226 -7.9516
0.22 0.76 0 3.57757 -11.8282 -6.82397
0.22 0.78 0 2.58157 -10.9079 -5.84349
0.22 0.8 0 1.75587 -9.99384 -4.99692
0.22 0.82 0 1.07847 -9.10876 -4.26973
0.22 0.84 0 0.528364 -8.26746 -3.64741
0.22 0.86 0 0.0862311 -7.47885 -3.11619
0.22 0.88 0 -0.218228 -6.7645 -2.6702
0.22 0.9 0 -0.458087 -6.10879 -2.2908
0.22 0.92 0 -0.681216 -5.49348 -1.96196
0.22 0.94 0 -0.819254 -4.94986 -1.68745
0.22 0.96 0 -0.892724 -4.47338 -1.45871
0.22 0.98 0 -0.969401 -4.02794 -1.25873
0.24 0 0 -1.2894 3.65152 -1.09546
0.24 0.02 0 -1.29187 4.05987 -1.26871
0.24 0.04 0 -1.25099 4.53433 -1.47859
0.24 0.06 0 -1.18392 5.06363 -1.72624
0.24 0.08 0 -1.1209 5.6333 -2.01189
0.24 0.1 0 -0.984684 6.28748 -2.35781
0.24 0.12 0 -0.750298 7.03286 -2.77613
0.24 0.14 0 -0.494838 7.83183 -3.26326
0.24 0.16 0 -0.100099 8.72787 -3.85053
0.24 0.18 0 0.405883 9.69841 -4.54613
0.24 0.2 0 1.04579 10.7372 -5.36858
0.24 0.22 0 1.84512 11.8314 -6.33825
0.24 0.24 0 2.83164 12.9595 -7.47663
0.24 0.26 0 4.1547 14.0971 -8.81069
0.24 0.28 0 5.61789 15.1723 -10.3447
0.24 0.3 0 7.50661 16.1276 -12.0957
0.24 0.32 0 9.5466 16.8767 -14.0639
0.24 0.34 0 12.0746 17.2919 -16.2112
0.24 0.36 0 14.7039 17.2873 -18.5221
0.24 0.38 0 17.5684 16.7212 -20.9015
0.24 0.4 0 20.334 15.5337 -23.3005
0.24 0.42 0 23.1211 13.6085 -25.516
0.24 0.44 0 25.5076 10.9915 -27.4789
0.24 0.46 0 27.3171 7.74731 -29.0524
0.24 0.48 0 28.7235 3.99018 -29.9263
0.24 0.5 0 28.9901 0 -30.3476
0.24 0.52 0 28.7235 -3.99017 -29.9263
0.24 0.54 0 27.3171 -7.7473 -29.0524
0.24 0.56 0 25.5076 -10.9915 -27.4789
0.24 0.58 0 23.1211 -13.6085 -25.516
0.24 0.6 0 20.334 -15.5337 -23.3005
0.24 0.62 0 17.5684 -16.7212 -20.9015
0.24 0.64 0 14.7039 -17.2873 -18.5221
0.24 0.66 0 12.0746 -17.2919 -16.2112
0.24 0.68 0 9.5466 -16.8767 -14.0639
0.24 0.7 0 7.50661 -16.1276 -12.0957
0.24 0.72 0 5.61789 -15.1723 -10.3447
0.24 0.74 0 4.1547 -14.0971 -8.81069
0.24 0.76 0 2.83164 -12.9595 -7.47663
0.24 0.78 0 1.84512 -11.8314 -6.33825
0.24 0.8 0 1.04579 -10.7372 -5.36859
0.24 0.82 0 0.405883 -9.69841 -4.54613
0.24 0.84 0 -0.100099 -8.72788 -3.85053
0.24 0.86 0 -0.494838 -7.83183 -3.26326
0.24 0.88 0 -0.750298 -7.03286 -2.77613
0.24 0.9 0 -0.984684 -6.28748 -2.35781
0.24 0.92 0 -1.1209 -5.6333 -2.01189
0.24 0.94 0 -1.18392 -5.06363 -1.72624
0.24 0.96 0 -1.25099 -4.53433 -1.47859
0.24 0.98 0 -1.29187 -4.05987 -1.26871
0.26 0 0 -1.59001 3.63254 -1.08976
0.26 0.02 0 -1.6286 4.05892 -1.26841
0.26 0.04 0 -1.62848 4.55928 -1.48672
0.26 0.06 0 -1.63905 5.10014 -1.73868
0.26 0.08 0 -1.59341 5.73103 -2.0468
0.26 0.1 0 -1.51196 6.43868 -2.41451
0.26 0.12 0 -1.38466 7.23043 -2.85412
0.26 0.14 0 -1.14401 8.13888 -3.3912
0.26 0.16 0 -0.877263 9.11858 -4.0229
0.26 0.18 0 -0.445251 10.224 -4.79251
0.26 0.2 0 0.122598 11.4271 -5.71357
0.26 0.22 0 0.856189 12.719 -6.81376
0.26 0.24 0 1.90051 14.1028 -8.13624
0.26 0.26 0 3.08665 15.4987 -9.6867
0.26 0.28 0 4.69624 16.8933 -11.5181
0.26 0.3 0 6.66104 18.1856 -13.6392
0.26 0.32 0 8.82523 19.2719 -16.0599
0.26 0.34 0 11.5683 20.02 -18.7687
0.26 0.36 0 14.7206 20.261 -21.7082
0.26 0.38 0 17.9747 19.8566 -24.8207
0.26 0.4 0 21.1704 18.6733 -28.01
0.26 0.42 0 24.7585 16.5013 -30.9399
0.26 0.44 0 27.6116 13.4545 -33.6363
0.26 0.46 0 29.7986 9.55104 -35.8164
0.26 0.48 0 31.4968 4.94636 -37.0977
0.26 0.5 0 31.8297 0 -37.6595
0.26 0.52 0 31.4968 -4.94635 -37.0977
0.26 0.54 0 29.7986 -9.55103 -35.8164
0.26 0.56 0 27.6116 -13.4545 -33.6363
0.26 0.58 0 24.7585 -16.5013 -30.9399
0.26 0.6 0 21.1704 -18.6733 -28.01
0.26 0.62 0 17.9747 -19.8566 -24.8207
0.26 0.64 0 14.7206 -20.261 -21.7083
0.26 0.66 0 11.5683 -20.02 -18.7687
0.26 0.68 0 8.82523 -19.2719 -16.0599
0.26 0.7 0 6.66104 -18.1856 -13.6392
0.26 0.72 0 4.69625 -16.8933 -11.5181
0.26 0.74 0 3.08665 -15.4987 -9.6867
0.26 0.76 0 1.90051 -14.1028 -8.13624
0.26 0.78 0 0.856189 -12.719 -6.81376
0.26 0.8 0 0.122599 -11.4272 -5.71358
0.26 0.82 0 -0.445251 -10.224 -4.79251
0.26 0.84 0 -0.877262 -9.11858 -4.0229
0.26 0.86 0 -1.14401 -8.13888 -3.3912
0.26 0.88 0 -1.38466 -7.23043 -2.85412
0.26 0.9 0 -1.51196 -6.43868 -2.41451
0.26 0.92 0 -1.59341 -5.73103 -2.0468
0.26 0.94 0 -1.63905 -5.10014 -1.73868
0.26 0.96 0 -1.62848 -4.55928 -1.48672
0.26 0.98 0 -1.6286 -4.05892 -1.26841
0.28 0 0 -1.89797 3.5809 -1.07427
0.28 0.02 0 -1.97624 4.02141 -1.25669
0.28 0.04 0 -2.0496 4.52039 -1.47404
0.28 0.06 0 -2.11487 5.08581 -1.7338
0.28 0.08 0 -2.13159 5.75285 -2.05459
0.28 0.1 0 -2.12001 6.50807 -2.44053
0.28 0.12 0 -2.0705 7.36167 -2.90592
0.28 0.14 0 -1.97088 8.32392 -3.4683
0.28 0.16 0 -1.74203 9.43673 -4.16326
0.28 0.18 0 -1.40874 10.6777 -5.00518
0.28 0.2 0 -0.942839 12.0501 -6.02504
0.28 0.22 0 -0.310447 13.5505 -7.25918
0.28 0.24 0 0.528237 15.1652 -8.74914
0.28 0.26 0 1.75301 16.8948 -10.5592
0.28 0.28 0 3.32159 18.6513 -12.7168
0.28 0.3 0 5.29309 20.3499 -15.2624
0.28 0.32 0 7.72247 21.8684 -18.2236
0.28 0.34 0 10.6516 23.0418 -21.6017
0.28 0.36 0 13.8253 23.6757 -25.3668
0.28 0.38 0 17.7288 23.5213 -29.4017
0.28 0.4 0 21.7057 22.3769 -33.5653
0.28 0.42 0 25.5146 20.0794 -37.6489
0.28 0.44 0 29.2702 16.5045 -41.2612
0.28 0.46 0 32.3192 11.7694 -44.1354
0.28 0.48 0 33.9383 6.15092 -46.1319
0.28 0.5 0 34.7928 0 -46.7171
0.28 0.52 0 33.9383 -6.15091 -46.1319
0.28 0.54 0 32.3192 -11.7694 -44.1354
0.28 0.56 0 29.2702 -16.5045 -41.2612
0.28 0.58 0 25.5146 -20.0794 -37.6489
0.28 0.6 0 21.7057 -22.3769 -33.5653
0.28 0.62 0 17.7288 -23.5213 -29.4017
0.28 0.64 0 13.8253 -23.6757 -25.3668
0.28 0.66 0 10.6516 -23.0418 -21.6017
0.28 0.68 0 7.72247 -21.8684 -18.2236
0.28 0.7 0 5.29309 -20.3499 -15.2624
0.28 0.72 0 3.3216 -18.6513 -12.7168
0.28 0.74 0 1.75301 -16.8948 -10.5592
0.28 0.76 0 0.528237 -15.1652 -8.74914
0.28 0.78 0 -0.310447 -13.5505 -7.25918
0.28 0.8 0 -0.942839 -12.0501 -6.02505
0.28 0.82 0 -1.40874 -10.6777 -5.00518
0.28 0.84 0 -1.74203 -9.43673 -4.16327
0.28 0.86 0 -1.97088 -8.32393 -3.4683
0.28 0.88 0 -2.0705 -7.36167 -2.90592
0.28 0.9 0 -2.12001 -6.50807 -2.44053
0.28 0.92 0 -2.13159 -5.75285 -2.05459
0.28 0.94 0 -2.11487 -5.08581 -1.7338
0.28 0.96 0 -2.0496 -4.52039 -1.47404
0.28 0.98 0 -1.97624 -4.02141 -1.25669
0.3 0 0 -2.23031 3.47202 -1.04161
0.3 0.02 0 -2.35426 3.92021 -1.22507
0.3 0.04 0 -2.48007 4.43133 -1.445
0.3 0.06 0 -2.60554 5.01475 -1.70957
0.3 0.08 0 -2.69219 5.71082 -2.03958
0.3 0.1 0 -2.80119 6.47411 -2.42779
0.3 0.12 0 -2.84866 7.37958 -2.91299
0.3 0.14 0 -2.80411 8.44805 -3.52002
0.3 0.16 0 -2.75374 9.62333 -4.24559
0.3 0.18 0 -2.55715 10.9937 -5.15329
0.3 0.2 0 -2.23985 12.533 -6.26651
0.3 0.22 0 -1.76534 14.2458 -7.63166
0.3 0.24 0 -1.08906 16.1263 -9.30363
0.3 0.26 0 -0.0179763 18.1952 -11.372
0.3 0.28 0 1.41677 20.3591 -13.8812
0.3 0.3 0 3.29246 22.5313 -16.8985
0.3 0.32 0 5.68728 24.5774 -20.4812
0.3 0.34 0 8.67029 26.3039 -24.6599
0.3 0.36 0 12.2861 27.4532 -29.4141
0.3 0.38 0 16.5347 27.712 -34.64
0.3 0.4 0 20.9639 26.7646 -40.1469
0.3 0.42 0 25.7204 24.3158 -45.5922
0.3 0.44 0 30.1021 20.2306 -50.5765
0.3 0.46 0 33.7084 14.5648 -54.6181
0.3 0.48 0 36.1629 7.63268 -57.245
0.3 0.5 0 37.1895 0 -58.1113
0.3 0.52 0 36.1629 -7.63267 -57.245
0.3 0.54 0 33.7084 -14.5648 -54.6182
0.3 0.56 0 30.1021 -20.2306 -50.5765
0.3 0.58 0 25.7204 -24.3158 -45.5922
0.3 0.6 0 20.9639 -26.7646 -40.1469
0.3 0.62 0 16.5347 -27.712 -34.64
0.3 0.64 0 12.2861 -27.4532 -29.4141
0.3 0.66 0 8.67029 -26.3039 -24.6599
0.3 0.68 0 5.68728 -24.5774 -20.4812
0.3 0.7 0 3.29246 -22.5313 -16.8985
0.3 0.72 0 1.41677 -20.3591 -13.8812
0.3 0.74 0 -0.0179763 -18.1952 -11.372
0.3 0.76 0 -1.08906 -16.1263 -9.30363
0.3 0.78 0 -1.76534 -14.2458 -7.63167
0.3 0.8 0 -2.23985 -12.533 -6.26651
0.3 0.82 0 -2.55715 -10.9937 -5.15329
0.3 0.84 0 -2.75374 -9.62333 -4.24559
0.3 0.86 0 -2.80411 -8.44806 -3.52002
0.3 0.88 0 -2.84866 -7.37958 -2.91299
0.3 0.9 0 -2.80119 -6.47411 -2.42779
0.3 0.92 0 -2.69219 -5.71083 -2.03958
0.3 0.94 0 -2.60554 -5.01475 -1.70957
0.3 0.96 0 -2.48007 -4.43133 -1.445
0.3 0.98 0 -2.35426 -3.92021 -1.22507
0.32 0 0 -2.55973 3.32233 -0.996698
0.32 0.02 0 -2.73178 3.77209 -1.17878
0.32 0.04 0 -2.91341 4.28836 -1.39838
0.32 0.06 0 -3.10375 4.88179 -1.66425
0.32 0.08 0 -3.30116 5.56469 -1.98739
0.32 0.1 0 -3.46367 6.38721 -2.3952
0.32 0.12 0 -3.65983 7.29622 -2.88009
0.32 0.14 0 -3.79631 8.38489 -3.4937
0.32 0.16 0 -3.90004 9.6368 -4.25153
0.32 0.18 0 -3.88085 11.1207 -5.21281
0.32 0.2 0 -3.76374 12.8132 -6.40659
0.32 0.22 0 -3.51205 14.7289 -7.89048
0.32 0.24 0 -3.07898 16.8734 -9.73467
0.32 0.26 0 -2.26252 19.2938 -12.0586
0.32 0.28 0 -1.08275 21.8956 -14.9288
0.32 0.3 0 0.555729 24.5973 -18.4479
0.32 0.32 0 2.75686 27.2578 -22.7148
0.32 0.34 0 5.62318 29.6586 -27.805
0.32 0.36 0 9.23825 31.4889 -33.7382
0.32 0.38 0 13.6408 32.3459 -40.4323
0.32 0.4 0 18.7921 31.7652 -47.6478
0.32 0.42 0 24.0588 29.3127 -54.9613
0.32 0.44 0 29.5478 24.699 -61.7474
0.32 0.46 0 33.736 17.9654 -67.3703
0.32 0.48 0 36.619 9.47837 -71.0877
0.32 0.5 0 37.8295 0 -72.3563
0.32 0.52 0 36.619 -9.47835 -71.0877
0.32 0.54 0 33.736 -17.9654 -67.3703
0.32 0.56 0 29.5478 -24.699 -61.7474
0.32 0.58 0 24.0588 -29.3127 -54.9613
0.32 0.6 0 18.7922 -31.7652 -47.6479
0.32 0.62 0 13.6408 -32.3459 -40.4323
0.32 0.64 0 9.23826 -31.4889 -33.7382
0.32 0.66 0 5.62318 -29.6586 -27.805
0.32 0.68 0 2.75686 -27.2578 -22.7148
0.32 0.7 0 0.55573 -24.5973 -18.448
0.32 0.72 0 -1.08274 -21.8956 -14.9288
0.32 0.74 0 -2.26252 -19.2938 -12.0586
0.32 0.76 0 -3.07898 -16.8734 -9.73467
0.32 0.78 0 -3.51205 -14.7289 -7.89049
0.32 0.8 0 -3.76375 -12.8132 -6.40659
0.32 0.82 0 -3.88085 -11.1207 -5.21281
0.32 0.84 0 -3.90004 -9.6368 -4.25153
0.32 0.86 0 -3.79631 -8.38489 -3.4937
0.32 0.88 0 -3.65983 -7.29622 -2.88009
0.32 0.9 0 -3.46367 -6.38721 -2.3952
0.32 0.92 0 -3.30116 -5.56469 -1.98739
0.32 0.94 0 -3.10375 -4.88179 -1.66425
0.32 0.96 0 -2.91341 -4.28836 -1.39838
0.32 0.98 0 -2.73178 -3.77209 -1.17878
0.34 0 0 -2.88072 3.13074 -0.939222
0.34 0.02 0 -3.12323 3.54715 -1.10848
0.34 0.04 0 -3.36619 4.05803 -1.32327
0.34 0.06 0 -3.62858 4.64937 -1.58501
0.34 0.08 0 -3.91081 5.33497 -1.90535
0.34 0.1 0 -4.21265 6.13098 -2.29912
0.34 0.12 0 -4.48933 7.10004 -2.80265
0.34 0.14 0 -4.81811 8.17978 -3.40824
0.34 0.16 0 -5.09662 9.48681 -4.18536
0.34 0.18 0 -5.28424 11.0612 -5.18493
0.34 0.2 0 -5.49219 12.8218 -6.41092
0.34 0.22 0 -5.53312 14.9136 -7.98941
0.34 0.24 0 -5.43354 17.2994 -9.98043
0.34 0.26 0 -4.98972 20.0592 -12.537
0.34 0.28 0 -4.3871 23.0273 -15.7004
0.34 0.3 0 -3.20297 26.2878 -19.7158
0.34 0.32 0 -1.45425 29.6299 -24.6916
0.34 0.34 0 1.29502 32.8895 -30.8339
0.34 0.36 0 4.63682 35.557 -38.0968
0.34 0.38 0 8.91551 37.2073 -46.5091
0.34 0.4 0 14.1454 37.2227 -55.8341
0.34 0.42 0 20.21 34.9578 -65.5459
0.34 0.44 0 25.6097 29.9102 -74.7756
0.34 0.46 0 30.8823 22.0079 -82.5294
0.34 0.48 0 34.1448 11.6982 -87.7361
0.34 0.5 0 35.5282 0 -89.5621
0.34 0.52 0 34.1448 -11.6981 -87.7361
0.34 0.54 0 30.8823 -22.0078 -82.5295
0.34 0.56 0 25.6097 -29.9102 -74.7756
0.34 0.58 0 20.21 -34.9578 -65.5459
0.34 0.6 0 14.1454 -37.2227 -55.8341
0.34 0.62 0 8.91551 -37.2073 -46.5091
0.34 0.64 0 4.63682 -35.557 -38.0968
0.34 0.66 0 1.29502 -32.8895 -30.8339
0.34 0.68 0 -1.45425 -29.6299 -24.6916
0.34 0.7 0 -3.20297 -26.2878 -19.7158
0.34 0.72 0 -4.3871 -23.0273 -15.7004
0.34 0.74 0 -4.98972 -20.0592 -12.537
0.34 0.76 0 -5.43354 -17.2994 -9.98043
0.34 0.78 0 -5.53312 -14.9136 -7.98941
0.34 0.8 0 -5.49219 -12.8218 -6.41092
0.34 0.82 0 -5.28424 -11.0612 -5.18493
0.34 0.84 0 -5.09662 -9.48682 -4.18536
0.34 0.86 0 -4.81811 -8.17978 -3.40824
0.34 0.88 0 -4.48933 -7.10004 -2.80265
0.34 0.9 0 -4.21265 -6.13098 -2.29912
0.34 0.92 0 -3.91081 -5.33497 -1.90535
0.34 0.94 0 -3.62858 -4.64937 -1.58501
0.34 0.96 0 -3.36619 -4.05803 -1.32327
0.34 0.98 0 -3.12323 -3.54715 -1.10848
0.36 0 0 -3.20392 2.86966 -0.860897
0.36 0.02 0 -3.47808 3.29901 -1.03094
0.36 0.04 0 -3.80212 3.76491 -1.22769
0.36 0.06 0 -4.13814 4.34294 -1.48055
0.36 0.08 0 -4.53769 4.97781 -1.77779
0.36 0.1 0 -4.94917 5.76347 -2.1613
0.36 0.12 0 -5.3599 6.7333 -2.65788
0.36 0.14 0 -5.84595 7.81941 -3.25809
0.36 0.16 0 -6.31625 9.15395 -4.03851
0.36 0.18 0 -6.80472 10.7221 -5.02597
0.36 0.2 0 -7.29984 12.5608 -6.2804
0.36 0.22 0 -7.78339 14.7084 -7.87951
0.36 0.24 0 -8.11053 17.2862 -9.9728
0.36 0.26 0 -8.30973 20.248 -12.655
0.36 0.28 0 -8.1362 23.695 -16.1557
0.36 0.3 0 -7.59279 27.4975 -20.6231
0.36 0.32 0 -6.53526 31.5359 -26.2799
0.36 0.34 0 -4.79272 35.5743 -33.3509
0.36 0.36 0 -2.18134 39.2152 -42.0163
0.36 0.38 0 1.90825 41.953 -52.4413
0.36 0.4 0 6.76629 42.8036 -64.2053
0.36 0.42 0 12.1201 40.9186 -76.7223
0.36 0.44 0 18.1656 35.6197 -89.0493
0.36 0.46 0 23.6981 26.5647 -99.6177
0.36 0.48 0 27.1657 14.2367 -106.775
0.36 0.5 0 28.666 0 -109.343
0.36 0.52 0 27.1657 -14.2367 -106.775
0.36 0.54 0 23.6981 -26.5647 -99.6177
0.36 0.56 0 18.1656 -35.6197 -89.0493
0.36 0.58 0 12.1201 -40.9186 -76.7223
0.36 0.6 0 6.76629 -42.8035 -64.2053
0.36 0.62 0 1.90825 -41.953 -52.4413
0.36 0.64 0 -2.18134 -39.2152 -42.0163
0.36 0.66 0 -4.79272 -35.5743 -33.3509
0.36 0.68 0 -6.53526 -31.5359 -26.2799
0.36 0.7 0 -7.59279 -27.4975 -20.6231
0.36 0.72 0 -8.1362 -23.695 -16.1557
0.36 0.74 0 -8.30973 -20.248 -12.655
0.36 0.76 0 -8.11053 -17.2862 -9.9728
0.36 0.78 0 -7.78339 -14.7084 -7.87952
0.36 0.8 0 -7.29984 -12.5608 -6.28041
0.36 0.82 0 -6.80472 -10.7221 -5.02597
0.36 0.84 0 -6.31626 -9.15395 -4.03851
0.36 0.86 0 -5.84596 -7.81941 -3.25809
0.36 0.88 0 -5.3599 -6.7333 -2.65788
0.36 0.9 0 -4.94917 -5.76347 -2.1613
0.36 0.92 0 -4.5377 -4.97781 -1.77779
0.36 0.94 0 -4.13814 -4.34294 -1.48055
0.36 0.96 0 -3.80212 -3.76491 -1.22769
0.36 0.98 0 -3.47808 -3.29901 -1.03094
0.38 0 0 -3.48813 2.59354 -0.778062
0.38 0.02 0 -3.8283 2.97039 -0.928247
0.38 0.04 0 -4.21126 3.40971 -1.11186
0.38 0.06 0 -4.64334 3.9234 -1.33752
0.38 0.08 0 -5.13182 4.52581 -1.61636
0.38 0.1 0 -5.65394 5.28238 -1.98089
0.38 0.12 0 -6.23938 6.17665 -2.43815
0.38 0.14 0 -6.89551 7.23569 -3.01487
0.38 0.16 0 -7.62982 8.49164 -3.74631
0.38 0.18 0 -8.38704 10.0559 -4.7137
0.38 0.2 0 -9.2101 11.9144 -5.95719
0.38 0.22 0 -10.0935 14.117 -7.56266
0.38 0.24 0 -11.0244 16.7149 -9.6432
0.38 0.26 0 -11.843 19.866 -12.4163
0.38 0.28 0 -12.5836 23.5092 -16.029
0.38 0.3 0 -12.9572 27.7668 -20.8251
0.38 0.32 0 -13.2091 32.3005 -26.9171
0.38 0.34 0 -12.3949 37.3147 -34.9825
0.38 0.36 0 -11.0468 41.9793 -44.9778
0.38 0.38 0 -8.67027 45.7635 -57.2044
0.38 0.4 0 -5.0575 47.7073 -71.5609
0.38 0.42 0 -0.11732 46.6373 -87.445
0.38 0.44 0 5.28177 41.3433 -103.358
0.38 0.46 0 9.65268 31.2328 -117.123
0.38 0.48 0 13.7597 16.919 -126.892
0.38 0.5 0 15.2429 0 -130.39
0.38 0.52 0 13.7597 -16.9189 -126.892
0.38 0.54 0 9.65269 -31.2327 -117.123
0.38 0.56 0 5.28177 -41.3433 -103.358
0.38 0.58 0 -0.117318 -46.6373 -87.445
0.38 0.6 0 -5.0575 -47.7072 -71.5609
0.38 0.62 0 -8.67027 -45.7635 -57.2044
0.38 0.64 0 -11.0468 -41.9793 -44.9778
0.38 0.66 0 -12.3949 -37.3147 -34.9825
0.38 0.68 0 -13.2091 -32.3005 -26.9171
0.38 0.7 0 -12.9572 -27.7669 -20.8251
0.38 0.72 0 -12.5836 -23.5092 -16.029
0.38 0.74 0 -11.843 -19.866 -12.4163
0.38 0.76 0 -11.0244 -16.7149 -9.6432
0.38 0.78 0 -10.0936 -14.117 -7.56266
0.38 0.8 0 -9.2101 -11.9144 -5.95719
0.38 0.82 0 -8.38704 -10.0559 -4.7137
0.38 0.84 0 -7.62982 -8.49164 -3.74631
0.38 0.86 0 -6.89551 -7.2357 -3.01487
0.38 0.88 0 -6.23938 -6.17665 -2.43815
0.38 0.9 0 -5.65394 -5.28238 -1.98089
0.38 0.92 0 -5.13182 -4.52581 -1.61636
0.38 0.94 0 -4.64334 -3.9234 -1.33752
0.38 0.96 0 -4.21126 -3.40971 -1.11186
0.38 0.98 0 -3.8283 -2.97039 -0.928247
0.4 0 0 -3.7581 2.24833 -0.6745
0.4 0.02 0 -4.15935 2.55846 -0.799519
0.4 0.04 0 -4.60048 2.95781 -0.964502
0.4 0.06 0 -5.10278 3.42751 -1.16847
0.4 0.08 0 -5.67643 3.98179 -1.42207
0.4 0.1 0 -6.33351 4.63802 -1.73926
0.4 0.12 0 -7.0561 5.47517 -2.16125
0.4 0.14 0 -7.88098 6.47531 -2.69805
0.4 0.16 0 -8.86991 7.59996 -3.35292
0.4 0.18 0 -9.90203 9.1084 -4.26956
0.4 0.2 0 -11.1346 10.8308 -5.41541
0.4 0.22 0 -12.4591 12.9993 -6.96392
0.4 0.24 0 -13.9397 15.5972 -8.9984
0.4 0.26 0 -15.5781 18.6905 -11.6815
0.4 0.28 0 -17.3635 22.3349 -15.2284
0.4 0.3 0 -19.0733 26.7182 -20.0387
0.4 0.32 0 -20.5043 31.8465 -26.5387
0.4 0.34 0 -21.9398 37.2127 -34.887
0.4 0.36 0 -22.617 42.8007 -45.8579
0.4 0.38 0 -22.4781 47.732 -59.665
0.4 0.4 0 -21.1952 50.9143 -76.3715
0.4 0.42 0 -19.1567 50.7272 -95.1135
0.4 0.44 0 -15.8031 45.8845 -114.711
0.4 0.46 0 -12.1678 35.2939 -132.352
0.4 0.48 0 -9.86695 19.276 -144.57
0.4 0.5 0 -8.69727 0 -149.123
0.4 0.52 0 -9.86695 -19.276 -144.57
0.4 0.54 0 -12.1678 -35.2938 -132.352
0.4 0.56 0 -15.8031 -45.8845 -114.711
0.4 0.58 0 -19.1567 -50.7272 -95.1135
0.4 0.6 0 -21.1952 -50.9143 -76.3715
0.4 0.62 0 -22.4781 -47.732 -59.665
0.4 0.64 0 -22.617 -42.8007 -45.8579
0.4 0.66 0 -21.9398 -37.2128 -34.887
0.4 0.68 0 -20.5043 -31.8465 -26.5387
0.4 0.7 0 -19.0733 -26.7182 -20.0387
0.4 0.72 0 -17.3635 -22.3349 -15.2284
0.4 0.74 0 -15.5781 -18.6905 -11.6815
0.4 0.76 0 -13.9397 -15.5972 -8.9984
0.4 0.78 0 -12.4591 -12.9993 -6.96392
0.4 0.8 0 -11.1346 -10.8308 -5.41541
0.4 0.82 0 -9.90203 -9.1084 -4.26956
0.4 0.84 0 -8.86991 -7.59996 -3.35293
0.4 0.86 0 -7.88098 -6.47531 -2.69805
0.4 0.88 0 -7.0561 -5.47517 -2.16125
0.4 0.9 0 -6.33351 -4.63802 -1.73926
0.4 0.92 0 -5.67644 -3.98179 -1.42207
0.4 0.94 0 -5.10278 -3.42751 -1.16847
0.4 0.96 0 -4.60049 -2.95781 -0.964503
0.4 0.98 0 -4.15935 -2.55846 -0.799519
