0.0 -1.0 -1.0 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.98 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.96 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.94 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.92 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.9 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.88 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.86 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.84 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.8200000000000001 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.8 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.78 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.76 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.74 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.72 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.7 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.6799999999999999 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.6599999999999999 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.64 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.62 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.6 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.5800000000000001 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.56 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.54 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.52 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.5 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.48 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.45999999999999996 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 -1.0 -0.43999999999999995 1.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
