# GRID
# 0.0 0.1 101 0.0 1.0 101
0 0
0 0.01
0 0.02
0 0.03
0 0.04
0 0.05
0 0.06
0 0.07
0 0.08
0 0.09
0 0.1
0 0.11
0 0.12
0 0.13
0 0.14
0 0.15
0 0.16
0 0.17
0 0.18
0 0.19
0 0.2
0 0.21
0 0.22
0 0.23
0 0.24
0 0.25
0 0.26
0 0.27
0 0.28
0 0.29
0 0.3
0 0.31
0 0.32
0 0.33
0 0.34
0 0.35
0 0.36
0 0.37
0 0.38
0 0.39
0 0.4
0 0.41
0 0.42
0 0.43
0 0.44
0 0.45
0 0.46
0 0.47
0 0.48
0 0.49
0 0.5
0 0.51
0 0.52
0 0.53
0 0.54
0 0.55
0 0.56
0 0.57
0 0.58
0 0.59
0 0.6
0 0.61
0 0.62
0 0.63
0 0.64
0 0.65
0 0.66
0 0.67
0 0.68
0 0.69
0 0.7
0 0.71
0 0.72
0 0.73
0 0.74
0 0.75
0 0.76
0 0.77
0 0.78
0 0.79
0 0.8
0 0.81
0 0.82
0 0.83
0 0.84
0 0.85
0 0.86
0 0.87
0 0.88
0 0.89
0 0.9
0 0.91
0 0.92
0 0.93
0 0.94
0 0.95
0 0.96
0 0.97
0 0.98
0 0.99
0 1
0.001 0
0.001 0.01
0.001 0.02
0.001 0.03
0.001 0.04
0.001 0.05
0.001 0.06
0.001 0.07
0.001 0.08
0.001 0.09
0.001 0.1
0.001 0.11
0.001 0.12
0.001 0.13
0.001 0.14
0.001 0.15
0.001 0.16
0.001 0.17
0.001 0.18
0.001 0.19
0.001 0.2
0.001 0.21
0.001 0.22
0.001 0.23
0.001 0.24
0.001 0.25
0.001 0.26
0.001 0.27
0.001 0.28
0.001 0.29
0.001 0.3
0.001 0.31
0.001 0.32
0.001 0.33
0.001 0.34
0.001 0.35
0.001 0.36
0.001 0.37
0.001 0.38
0.001 0.39
0.001 0.4
0.001 0.41
0.001 0.42
0.001 0.43
0.001 0.44
0.001 0.45
0.001 0.46
0.001 0.47
0.001 0.48
0.001 0.49
0.001 0.5
0.001 0.51
0.001 0.52
0.001 0.53
0.001 0.54
0.001 0.55
0.001 0.56
0.001 0.57
0.001 0.58
0.001 0.59
0.001 0.6
0.001 0.61
0.001 0.62
0.001 0.63
0.001 0.64
0.001 0.65
0.001 0.66
0.001 0.67
0.001 0.68
0.001 0.69
0.001 0.7
0.001 0.71
0.001 0.72
0.001 0.73
0.001 0.74
0.001 0.75
0.001 0.76
0.001 0.77
0.001 0.78
0.001 0.79
0.001 0.8
0.001 0.81
0.001 0.82
0.001 0.83
0.001 0.84
0.001 0.85
0.001 0.86
0.001 0.87
0.001 0.88
0.001 0.89
0.001 0.9
0.001 0.91
0.001 0.92
0.001 0.93
0.001 0.94
0.001 0.95
0.001 0.96
0.001 0.97
0.001 0.98
0.001 0.99
0.001 1
0.002 0
0.002 0.01
0.002 0.02
0.002 0.03
0.002 0.04
0.002 0.05
0.002 0.06
0.002 0.07
0.002 0.08
0.002 0.09
0.002 0.1
0.002 0.11
0.002 0.12
0.002 0.13
0.002 0.14
0.002 0.15
0.002 0.16
0.002 0.17
0.002 0.18
0.002 0.19
0.002 0.2
0.002 0.21
0.002 0.22
0.002 0.23
0.002 0.24
0.002 0.25
0.002 0.26
0.002 0.27
0.002 0.28
0.002 0.29
0.002 0.3
0.002 0.31
0.002 0.32
0.002 0.33
0.002 0.34
0.002 0.35
0.002 0.36
0.002 0.37
0.002 0.38
0.002 0.39
0.002 0.4
0.002 0.41
0.002 0.42
0.002 0.43
0.002 0.44
0.002 0.45
0.002 0.46
0.002 0.47
0.002 0.48
0.002 0.49
0.002 0.5
0.002 0.51
0.002 0.52
0.002 0.53
0.002 0.54
0.002 0.55
0.002 0.56
0.002 0.57
0.002 0.58
0.002 0.59
0.002 0.6
0.002 0.61
0.002 0.62
0.002 0.63
0.002 0.64
0.002 0.65
0.002 0.66
0.002 0.67
0.002 0.68
0.002 0.69
0.002 0.7
0.002 0.71
0.002 0.72
0.002 0.73
0.002 0.74
0.002 0.75
0.002 0.76
0.002 0.77
0.002 0.78
0.002 0.79
0.002 0.8
0.002 0.81
0.002 0.82
0.002 0.83
0.002 0.84
0.002 0.85
0.002 0.86
0.002 0.87
0.002 0.88
0.002 0.89
0.002 0.9
0.002 0.91
0.002 0.92
0.002 0.93
0.002 0.94
0.002 0.95
0.002 0.96
0.002 0.97
0.002 0.98
0.002 0.99
0.002 1
0.003 0
0.003 0.01
0.003 0.02
0.003 0.03
0.003 0.04
0.003 0.05
0.003 0.06
0.003 0.07
0.003 0.08
0.003 0.09
0.003 0.1
0.003 0.11
0.003 0.12
0.003 0.13
0.003 0.14
0.003 0.15
0.003 0.16
0.003 0.17
0.003 0.18
0.003 0.19
0.003 0.2
0.003 0.21
0.003 0.22
0.003 0.23
0.003 0.24
0.003 0.25
0.003 0.26
0.003 0.27
0.003 0.28
0.003 0.29
0.003 0.3
0.003 0.31
0.003 0.32
0.003 0.33
0.003 0.34
0.003 0.35
0.003 0.36
0.003 0.37
0.003 0.38
0.003 0.39
0.003 0.4
0.003 0.41
0.003 0.42
0.003 0.43
0.003 0.44
0.003 0.45
0.003 0.46
0.003 0.47
0.003 0.48
0.003 0.49
0.003 0.5
0.003 0.51
0.003 0.52
0.003 0.53
0.003 0.54
0.003 0.55
0.003 0.56
0.003 0.57
0.003 0.58
0.003 0.59
0.003 0.6
0.003 0.61
0.003 0.62
0.003 0.63
0.003 0.64
0.003 0.65
0.003 0.66
0.003 0.67
0.003 0.68
0.003 0.69
0.003 0.7
0.003 0.71
0.003 0.72
0.003 0.73
0.003 0.74
0.003 0.75
0.003 0.76
0.003 0.77
0.003 0.78
0.003 0.79
0.003 0.8
0.003 0.81
0.003 0.82
0.003 0.83
0.003 0.84
0.003 0.85
0.003 0.86
0.003 0.87
0.003 0.88
0.003 0.89
0.003 0.9
0.003 0.91
0.003 0.92
0.003 0.93
0.003 0.94
0.003 0.95
0.003 0.96
0.003 0.97
0.003 0.98
0.003 0.99
0.003 1
0.004 0
0.004 0.01
0.004 0.02
0.004 0.03
0.004 0.04
0.004 0.05
0.004 0.06
0.004 0.07
0.004 0.08
0.004 0.09
0.004 0.1
0.004 0.11
0.004 0.12
0.004 0.13
0.004 0.14
0.004 0.15
0.004 0.16
0.004 0.17
0.004 0.18
0.004 0.19
0.004 0.2
0.004 0.21
0.004 0.22
0.004 0.23
0.004 0.24
0.004 0.25
0.004 0.26
0.004 0.27
0.004 0.28
0.004 0.29
0.004 0.3
0.004 0.31
0.004 0.32
0.004 0.33
0.004 0.34
0.004 0.35
0.004 0.36
0.004 0.37
0.004 0.38
0.004 0.39
0.004 0.4
0.004 0.41
0.004 0.42
0.004 0.43
0.004 0.44
0.004 0.45
0.004 0.46
0.004 0.47
0.004 0.48
0.004 0.49
0.004 0.5
0.004 0.51
0.004 0.52
0.004 0.53
0.004 0.54
0.004 0.55
0.004 0.56
0.004 0.57
0.004 0.58
0.004 0.59
0.004 0.6
0.004 0.61
0.004 0.62
0.004 0.63
0.004 0.64
0.004 0.65
0.004 0.66
0.004 0.67
0.004 0.68
0.004 0.69
0.004 0.7
0.004 0.71
0.004 0.72
0.004 0.73
0.004 0.74
0.004 0.75
0.004 0.76
0.004 0.77
0.004 0.78
0.004 0.79
0.004 0.8
0.004 0.81
0.004 0.82
0.004 0.83
0.004 0.84
0.004 0.85
0.004 0.86
0.004 0.87
0.004 0.88
0.004 0.89
0.004 0.9
0.004 0.91
0.004 0.92
0.004 0.93
0.004 0.94
0.004 0.95
0.004 0.96
0.004 0.97
0.004 0.98
0.004 0.99
0.004 1
0.005 0
0.005 0.01
0.005 0.02
0.005 0.03
0.005 0.04
0.005 0.05
0.005 0.06
0.005 0.07
0.005 0.08
0.005 0.09
0.005 0.1
0.005 0.11
0.005 0.12
0.005 0.13
0.005 0.14
0.005 0.15
0.005 0.16
0.005 0.17
0.005 0.18
0.005 0.19
0.005 0.2
0.005 0.21
0.005 0.22
0.005 0.23
0.005 0.24
0.005 0.25
0.005 0.26
0.005 0.27
0.005 0.28
0.005 0.29
0.005 0.3
0.005 0.31
0.005 0.32
0.005 0.33
0.005 0.34
0.005 0.35
0.005 0.36
0.005 0.37
0.005 0.38
0.005 0.39
0.005 0.4
0.005 0.41
0.005 0.42
0.005 0.43
0.005 0.44
0.005 0.45
0.005 0.46
0.005 0.47
0.005 0.48
0.005 0.49
0.005 0.5
0.005 0.51
0.005 0.52
0.005 0.53
0.005 0.54
0.005 0.55
0.005 0.56
0.005 0.57
0.005 0.58
0.005 0.59
0.005 0.6
0.005 0.61
0.005 0.62
0.005 0.63
0.005 0.64
0.005 0.65
0.005 0.66
0.005 0.67
0.005 0.68
0.005 0.69
0.005 0.7
0.005 0.71
0.005 0.72
0.005 0.73
0.005 0.74
0.005 0.75
0.005 0.76
0.005 0.77
0.005 0.78
0.005 0.79
0.005 0.8
0.005 0.81
0.005 0.82
0.005 0.83
0.005 0.84
0.005 0.85
0.005 0.86
0.005 0.87
0.005 0.88
0.005 0.89
0.005 0.9
0.005 0.91
0.005 0.92
0.005 0.93
0.005 0.94
0.005 0.95
0.005 0.96
0.005 0.97
0.005 0.98
0.005 0.99
0.005 1
0.006 0
0.006 0.01
0.006 0.02
0.006 0.03
0.006 0.04
0.006 0.05
0.006 0.06
0.006 0.07
0.006 0.08
0.006 0.09
0.006 0.1
0.006 0.11
0.006 0.12
0.006 0.13
0.006 0.14
0.006 0.15
0.006 0.16
0.006 0.17
0.006 0.18
0.006 0.19
0.006 0.2
0.006 0.21
0.006 0.22
0.006 0.23
0.006 0.24
0.006 0.25
0.006 0.26
0.006 0.27
0.006 0.28
0.006 0.29
0.006 0.3
0.006 0.31
0.006 0.32
0.006 0.33
0.006 0.34
0.006 0.35
0.006 0.36
0.006 0.37
0.006 0.38
0.006 0.39
0.006 0.4
0.006 0.41
0.006 0.42
0.006 0.43
0.006 0.44
0.006 0.45
0.006 0.46
0.006 0.47
0.006 0.48
0.006 0.49
0.006 0.5
0.006 0.51
0.006 0.52
0.006 0.53
0.006 0.54
0.006 0.55
0.006 0.56
0.006 0.57
0.006 0.58
0.006 0.59
0.006 0.6
0.006 0.61
0.006 0.62
0.006 0.63
0.006 0.64
0.006 0.65
0.006 0.66
0.006 0.67
0.006 0.68
0.006 0.69
