# GRID
# fP fPz phi
# -2.0 2.0 101 -2.0 2.0 101 0.0 0.0 1
# fP fBz phi RH
-0.32000000000000006 0.20000000000000018 0.0 6.859999999999999
-0.32000000000000006 0.2400000000000002 0.0 6.8552
-0.32000000000000006 0.28000000000000025 0.0 6.8504000000000005
-0.32000000000000006 0.31999999999999984 0.0 6.845600000000001
-0.32000000000000006 0.3599999999999999 0.0 6.840800000000001
-0.32000000000000006 0.3999999999999999 0.0 6.836
-0.32000000000000006 0.43999999999999995 0.0 6.8312
-0.32000000000000006 0.48 0.0 6.8264
-0.32000000000000006 0.52 0.0 6.8216
-0.32000000000000006 0.56 0.0 6.8168
-0.32000000000000006 0.6000000000000001 0.0 6.811999999999999
-0.32000000000000006 0.6400000000000001 0.0 6.807199999999999
-0.32000000000000006 0.6800000000000002 0.0 6.8024000000000004
-0.32000000000000006 0.7200000000000002 0.0 6.797600000000001
-0.32000000000000006 0.7600000000000002 0.0 6.792800000000001
-0.32000000000000006 0.8000000000000003 0.0 6.788
-0.32000000000000006 0.8399999999999999 0.0 6.783200000000001
-0.32000000000000006 0.8799999999999999 0.0 6.7784
-0.32000000000000006 0.9199999999999999 0.0 6.7736
-0.32000000000000006 0.96 0.0 6.7688
-0.32000000000000006 1.0 0.0 6.763999999999999
-0.32000000000000006 1.04 0.0 6.7592
-0.32000000000000006 1.08 0.0 6.7543999999999995
-0.32000000000000006 1.12 0.0 6.749599999999999
-0.32000000000000006 1.1600000000000001 0.0 6.744799999999999
-0.32000000000000006 1.2000000000000002 0.0 6.739999999999998
-0.32000000000000006 1.2400000000000002 0.0 6.735200000000001
-0.32000000000000006 1.2800000000000002 0.0 6.7304
-0.32000000000000006 1.3200000000000003 0.0 6.7256
-0.32000000000000006 1.3599999999999999 0.0 6.7208000000000006
-0.32000000000000006 1.4 0.0 6.716
-0.32000000000000006 1.44 0.0 6.7112
-0.32000000000000006 1.48 0.0 6.7064
-0.32000000000000006 1.52 0.0 6.701599999999999
-0.32000000000000006 1.56 0.0 6.6968
-0.32000000000000006 1.6 0.0 6.691999999999999
-0.32000000000000006 1.6400000000000001 0.0 6.687200000000001
-0.32000000000000006 1.6800000000000002 0.0 6.682400000000001
-0.32000000000000006 1.7200000000000002 0.0 6.6776
-0.32000000000000006 1.7600000000000002 0.0 6.6728000000000005
-0.32000000000000006 1.8000000000000003 0.0 6.668
-0.32000000000000006 1.8399999999999999 0.0 6.663200000000001
-0.32000000000000006 1.88 0.0 6.6584
-0.32000000000000006 1.92 0.0 6.6536
-0.32000000000000006 1.96 0.0 6.6488
-0.32000000000000006 2.0 0.0 6.644
-0.28 -2.0 0.0 7.355999999999999
-0.28 -1.96 0.0 7.351199999999999
-0.28 -1.92 0.0 7.346399999999999
-0.28 -1.88 0.0 7.341599999999998
-0.28 -1.84 0.0 7.336799999999998
-0.28 -1.8 0.0 7.331999999999998
-0.28 -1.76 0.0 7.3271999999999995
-0.28 -1.72 0.0 7.322399999999999
-0.28 -1.68 0.0 7.317599999999999
-0.28 -1.6400000000000001 0.0 7.312799999999998
-0.28 -1.6 0.0 7.307999999999998
-0.28 -1.56 0.0 7.3031999999999995
-0.28 -1.52 0.0 7.298399999999999
-0.28 -1.48 0.0 7.293599999999999
-0.28 -1.44 0.0 7.288799999999998
-0.28 -1.4 0.0 7.283999999999999
-0.28 -1.3599999999999999 0.0 7.279199999999999
-0.28 -1.3199999999999998 0.0 7.274399999999998
-0.28 -1.28 0.0 7.269599999999998
-0.28 -1.24 0.0 7.2647999999999975
-0.28 -1.2 0.0 7.259999999999998
-0.28 -1.1600000000000001 0.0 7.255199999999999
-0.28 -1.12 0.0 7.250399999999999
-0.28 -1.08 0.0 7.2456
-0.28 -1.04 0.0 7.240799999999999
-0.28 -1.0 0.0 7.235999999999999
-0.28 -0.96 0.0 7.2311999999999985
-0.28 -0.9199999999999999 0.0 7.226399999999998
-0.28 -0.8799999999999999 0.0 7.221599999999999
-0.28 -0.8400000000000001 0.0 7.216799999999998
-0.28 -0.8 0.0 7.211999999999998
-0.28 -0.76 0.0 7.2071999999999985
-0.28 -0.72 0.0 7.202399999999999
-0.28 -0.6799999999999999 0.0 7.1975999999999996
-0.28 -0.6399999999999999 0.0 7.192799999999999
-0.28 -0.5999999999999999 0.0 7.187999999999999
-0.28 -0.56 0.0 7.183199999999999
-0.28 -0.52 0.0 7.178399999999999
-0.28 -0.48 0.0 7.173599999999999
-0.28 -0.43999999999999995 0.0 7.168799999999998
-0.28 -0.3999999999999999 0.0 7.163999999999998
-0.28 -0.3599999999999999 0.0 7.1591999999999985
-0.28 -0.32000000000000006 0.0 7.154399999999998
-0.28 -0.28 0.0 7.149599999999998
-0.28 -0.24 0.0 7.1448
-0.28 -0.19999999999999996 0.0 7.14
-0.28 -0.15999999999999992 0.0 7.135199999999999
-0.28 -0.11999999999999988 0.0 7.130399999999999
-0.28 -0.08000000000000007 0.0 7.125599999999999
-0.28 -0.040000000000000036 0.0 7.120799999999999
-0.28 0.0 0.0 7.115999999999999
-0.28 0.040000000000000036 0.0 7.111199999999998
-0.28 0.08000000000000007 0.0 7.106399999999999
-0.28 0.1200000000000001 0.0 7.101599999999998
-0.28 0.16000000000000014 0.0 7.096799999999998
-0.28 0.20000000000000018 0.0 7.092
-0.28 0.2400000000000002 0.0 7.087199999999999
-0.28 0.28000000000000025 0.0 7.0824
-0.28 0.31999999999999984 0.0 7.0775999999999994
-0.28 0.3599999999999999 0.0 7.072799999999999
-0.28 0.3999999999999999 0.0 7.068
-0.28 0.43999999999999995 0.0 7.063199999999998
-0.28 0.48 0.0 7.058399999999999
-0.28 0.52 0.0 7.0535999999999985
-0.28 0.56 0.0 7.048799999999998
-0.28 0.6000000000000001 0.0 7.043999999999999
-0.28 0.6400000000000001 0.0 7.039199999999998
-0.28 0.6800000000000002 0.0 7.034399999999998
-0.28 0.7200000000000002 0.0 7.029599999999999
-0.28 0.7600000000000002 0.0 7.024799999999999
-0.28 0.8000000000000003 0.0 7.02
-0.28 0.8399999999999999 0.0 7.015199999999999
-0.28 0.8799999999999999 0.0 7.010399999999999
-0.28 0.9199999999999999 0.0 7.005599999999999
-0.28 0.96 0.0 7.000799999999999
-0.28 1.0 0.0 6.995999999999999
-0.28 1.04 0.0 6.991199999999998
-0.28 1.08 0.0 6.986399999999998
-0.28 1.12 0.0 6.9815999999999985
-0.28 1.1600000000000001 0.0 6.976799999999998
-0.28 1.2000000000000002 0.0 6.9719999999999995
-0.28 1.2400000000000002 0.0 6.967199999999999
-0.28 1.2800000000000002 0.0 6.962399999999999
-0.28 1.3200000000000003 0.0 6.957599999999999
-0.28 1.3599999999999999 0.0 6.952799999999999
-0.28 1.4 0.0 6.947999999999999
-0.28 1.44 0.0 6.943199999999999
-0.28 1.48 0.0 6.938399999999999
-0.28 1.52 0.0 6.933599999999998
-0.28 1.56 0.0 6.928799999999998
-0.28 1.6 0.0 6.923999999999998
-0.28 1.6400000000000001 0.0 6.919199999999998
-0.28 1.6800000000000002 0.0 6.914399999999998
-0.28 1.7200000000000002 0.0 6.909599999999999
-0.28 1.7600000000000002 0.0 6.904799999999999
-0.28 1.8000000000000003 0.0 6.899999999999999
-0.28 1.8399999999999999 0.0 6.895199999999999
-0.28 1.88 0.0 6.8904
-0.28 1.92 0.0 6.885599999999998
-0.28 1.96 0.0 6.880799999999999
-0.28 2.0 0.0 6.875999999999999
-0.24 -2.0 0.0 7.588
-0.24 -1.96 0.0 7.5832
-0.24 -1.92 0.0 7.5784
-0.24 -1.88 0.0 7.573599999999999
-0.24 -1.84 0.0 7.5687999999999995
-0.24 -1.8 0.0 7.563999999999999
-0.24 -1.76 0.0 7.559199999999999
-0.24 -1.72 0.0 7.554400000000001
-0.24 -1.68 0.0 7.549600000000001
-0.24 -1.6400000000000001 0.0 7.5448
-0.24 -1.6 0.0 7.540000000000001
-0.24 -1.56 0.0 7.535200000000001
-0.24 -1.52 0.0 7.5304
-0.24 -1.48 0.0 7.5256
-0.24 -1.44 0.0 7.5207999999999995
-0.24 -1.4 0.0 7.516
-0.24 -1.3599999999999999 0.0 7.5112
-0.24 -1.3199999999999998 0.0 7.506399999999999
-0.24 -1.28 0.0 7.501599999999999
-0.24 -1.24 0.0 7.496799999999999
-0.24 -1.2 0.0 7.491999999999999
-0.24 -1.1600000000000001 0.0 7.4872000000000005
-0.24 -1.12 0.0 7.4824
-0.24 -1.08 0.0 7.477600000000001
-0.24 -1.04 0.0 7.4728
-0.24 -1.0 0.0 7.468
-0.24 -0.96 0.0 7.4632
-0.24 -0.9199999999999999 0.0 7.458399999999999
-0.24 -0.8799999999999999 0.0 7.4536
-0.24 -0.8400000000000001 0.0 7.448799999999999
-0.24 -0.8 0.0 7.443999999999999
-0.24 -0.76 0.0 7.4392
-0.24 -0.72 0.0 7.4344
-0.24 -0.6799999999999999 0.0 7.429600000000001
-0.24 -0.6399999999999999 0.0 7.4248
-0.24 -0.5999999999999999 0.0 7.42
-0.24 -0.56 0.0 7.4152000000000005
-0.24 -0.52 0.0 7.4104
-0.24 -0.48 0.0 7.4056
-0.24 -0.43999999999999995 0.0 7.400799999999999
-0.24 -0.3999999999999999 0.0 7.395999999999999
-0.24 -0.3599999999999999 0.0 7.3911999999999995
-0.24 -0.32000000000000006 0.0 7.386399999999999
-0.24 -0.28 0.0 7.381599999999999
-0.24 -0.24 0.0 7.376800000000001
-0.24 -0.19999999999999996 0.0 7.372000000000001
-0.24 -0.15999999999999992 0.0 7.3672
-0.24 -0.11999999999999988 0.0 7.3624
-0.24 -0.08000000000000007 0.0 7.3576
-0.24 -0.040000000000000036 0.0 7.3528
-0.24 0.0 0.0 7.348
-0.24 0.040000000000000036 0.0 7.3431999999999995
-0.24 0.08000000000000007 0.0 7.3384
-0.24 0.1200000000000001 0.0 7.333599999999999
-0.24 0.16000000000000014 0.0 7.328799999999999
-0.24 0.20000000000000018 0.0 7.324000000000001
-0.24 0.2400000000000002 0.0 7.3192
-0.24 0.28000000000000025 0.0 7.314400000000001
-0.24 0.31999999999999984 0.0 7.3096000000000005
-0.24 0.3599999999999999 0.0 7.3048
-0.24 0.3999999999999999 0.0 7.300000000000001
-0.24 0.43999999999999995 0.0 7.2951999999999995
-0.24 0.48 0.0 7.2904
-0.24 0.52 0.0 7.2856
-0.24 0.56 0.0 7.280799999999999
-0.24 0.6000000000000001 0.0 7.276
-0.24 0.6400000000000001 0.0 7.271199999999999
-0.24 0.6800000000000002 0.0 7.266399999999999
-0.24 0.7200000000000002 0.0 7.2616000000000005
-0.24 0.7600000000000002 0.0 7.2568
-0.24 0.8000000000000003 0.0 7.252000000000001
-0.24 0.8399999999999999 0.0 7.2472
-0.24 0.8799999999999999 0.0 7.2424
-0.24 0.9199999999999999 0.0 7.2376000000000005
-0.24 0.96 0.0 7.2328
-0.24 1.0 0.0 7.228
-0.24 1.04 0.0 7.223199999999999
-0.24 1.08 0.0 7.218399999999999
-0.24 1.12 0.0 7.2136
-0.24 1.1600000000000001 0.0 7.208799999999999
-0.24 1.2000000000000002 0.0 7.204000000000001
-0.24 1.2400000000000002 0.0 7.1992
-0.24 1.2800000000000002 0.0 7.1944
-0.24 1.3200000000000003 0.0 7.1896
-0.24 1.3599999999999999 0.0 7.1848
-0.24 1.4 0.0 7.18
-0.24 1.44 0.0 7.1752
-0.24 1.48 0.0 7.1704
-0.24 1.52 0.0 7.1655999999999995
-0.24 1.56 0.0 7.160799999999999
-0.24 1.6 0.0 7.155999999999999
-0.24 1.6400000000000001 0.0 7.151199999999999
-0.24 1.6800000000000002 0.0 7.146399999999999
-0.24 1.7200000000000002 0.0 7.1416
-0.24 1.7600000000000002 0.0 7.1368
-0.24 1.8000000000000003 0.0 7.132
-0.24 1.8399999999999999 0.0 7.1272
-0.24 1.88 0.0 7.122400000000001
-0.24 1.92 0.0 7.1175999999999995
-0.24 1.96 0.0 7.1128
-0.24 2.0 0.0 7.108
-0.19999999999999996 -2.0 0.0 7.82
-0.19999999999999996 -1.96 0.0 7.815200000000001
-0.19999999999999996 -1.92 0.0 7.8104000000000005
-0.19999999999999996 -1.88 0.0 7.8056
-0.19999999999999996 -1.84 0.0 7.800800000000001
-0.19999999999999996 -1.8 0.0 7.796
-0.19999999999999996 -1.76 0.0 7.7912
-0.19999999999999996 -1.72 0.0 7.786400000000001
-0.19999999999999996 -1.68 0.0 7.781600000000001
-0.19999999999999996 -1.6400000000000001 0.0 7.7768000000000015
-0.19999999999999996 -1.6 0.0 7.772000000000001
-0.19999999999999996 -1.56 0.0 7.767200000000001
-0.19999999999999996 -1.52 0.0 7.762400000000001
-0.19999999999999996 -1.48 0.0 7.7576
-0.19999999999999996 -1.44 0.0 7.752800000000001
-0.19999999999999996 -1.4 0.0 7.748
-0.19999999999999996 -1.3599999999999999 0.0 7.7432
-0.19999999999999996 -1.3199999999999998 0.0 7.7384
-0.19999999999999996 -1.28 0.0 7.7336
-0.19999999999999996 -1.24 0.0 7.7288
-0.19999999999999996 -1.2 0.0 7.723999999999999
-0.19999999999999996 -1.1600000000000001 0.0 7.719200000000002
-0.19999999999999996 -1.12 0.0 7.714400000000001
-0.19999999999999996 -1.08 0.0 7.709600000000001
-0.19999999999999996 -1.04 0.0 7.7048000000000005
-0.19999999999999996 -1.0 0.0 7.700000000000001
-0.19999999999999996 -0.96 0.0 7.695200000000001
-0.19999999999999996 -0.9199999999999999 0.0 7.6904
-0.19999999999999996 -0.8799999999999999 0.0 7.6856
-0.19999999999999996 -0.8400000000000001 0.0 7.6808
-0.19999999999999996 -0.8 0.0 7.676
-0.19999999999999996 -0.76 0.0 7.6712
-0.19999999999999996 -0.72 0.0 7.666400000000001
-0.19999999999999996 -0.6799999999999999 0.0 7.661600000000002
-0.19999999999999996 -0.6399999999999999 0.0 7.6568000000000005
-0.19999999999999996 -0.5999999999999999 0.0 7.652000000000001
-0.19999999999999996 -0.56 0.0 7.647200000000001
-0.19999999999999996 -0.52 0.0 7.6424
-0.19999999999999996 -0.48 0.0 7.637600000000001
-0.19999999999999996 -0.43999999999999995 0.0 7.6328000000000005
-0.19999999999999996 -0.3999999999999999 0.0 7.628
-0.19999999999999996 -0.3599999999999999 0.0 7.6232
-0.19999999999999996 -0.32000000000000006 0.0 7.618399999999999
-0.19999999999999996 -0.28 0.0 7.6136
-0.19999999999999996 -0.24 0.0 7.608800000000001
-0.19999999999999996 -0.19999999999999996 0.0 7.604000000000001
-0.19999999999999996 -0.15999999999999992 0.0 7.5992000000000015
-0.19999999999999996 -0.11999999999999988 0.0 7.5944
-0.19999999999999996 -0.08000000000000007 0.0 7.589600000000001
-0.19999999999999996 -0.040000000000000036 0.0 7.584800000000001
-0.19999999999999996 0.0 0.0 7.58
-0.19999999999999996 0.040000000000000036 0.0 7.575200000000001
-0.19999999999999996 0.08000000000000007 0.0 7.5704
-0.19999999999999996 0.1200000000000001 0.0 7.5656
-0.19999999999999996 0.16000000000000014 0.0 7.5608
-0.19999999999999996 0.20000000000000018 0.0 7.556000000000001
-0.19999999999999996 0.2400000000000002 0.0 7.5512000000000015
-0.19999999999999996 0.28000000000000025 0.0 7.546400000000001
-0.19999999999999996 0.31999999999999984 0.0 7.541600000000001
-0.19999999999999996 0.3599999999999999 0.0 7.536800000000001
-0.19999999999999996 0.3999999999999999 0.0 7.532000000000001
-0.19999999999999996 0.43999999999999995 0.0 7.527200000000001
-0.19999999999999996 0.48 0.0 7.522400000000001
-0.19999999999999996 0.52 0.0 7.5176
-0.19999999999999996 0.56 0.0 7.5128
-0.19999999999999996 0.6000000000000001 0.0 7.508
-0.19999999999999996 0.6400000000000001 0.0 7.5032
-0.19999999999999996 0.6800000000000002 0.0 7.4984
-0.19999999999999996 0.7200000000000002 0.0 7.493600000000001
-0.19999999999999996 0.7600000000000002 0.0 7.488800000000001
-0.19999999999999996 0.8000000000000003 0.0 7.484000000000001
-0.19999999999999996 0.8399999999999999 0.0 7.479200000000001
-0.19999999999999996 0.8799999999999999 0.0 7.474400000000001
-0.19999999999999996 0.9199999999999999 0.0 7.469600000000001
-0.19999999999999996 0.96 0.0 7.4648
-0.19999999999999996 1.0 0.0 7.460000000000001
-0.19999999999999996 1.04 0.0 7.4552000000000005
-0.19999999999999996 1.08 0.0 7.4504
-0.19999999999999996 1.12 0.0 7.4456
-0.19999999999999996 1.1600000000000001 0.0 7.440799999999999
-0.19999999999999996 1.2000000000000002 0.0 7.436000000000002
-0.19999999999999996 1.2400000000000002 0.0 7.431200000000001
-0.19999999999999996 1.2800000000000002 0.0 7.426400000000001
-0.19999999999999996 1.3200000000000003 0.0 7.421600000000001
-0.19999999999999996 1.3599999999999999 0.0 7.416800000000001
-0.19999999999999996 1.4 0.0 7.412000000000001
-0.19999999999999996 1.44 0.0 7.4072000000000005
-0.19999999999999996 1.48 0.0 7.4024
-0.19999999999999996 1.52 0.0 7.397600000000001
-0.19999999999999996 1.56 0.0 7.3928
-0.19999999999999996 1.6 0.0 7.388
-0.19999999999999996 1.6400000000000001 0.0 7.3831999999999995
-0.19999999999999996 1.6800000000000002 0.0 7.378399999999999
-0.19999999999999996 1.7200000000000002 0.0 7.3736000000000015
-0.19999999999999996 1.7600000000000002 0.0 7.368800000000001
-0.19999999999999996 1.8000000000000003 0.0 7.364000000000001
-0.19999999999999996 1.8399999999999999 0.0 7.359200000000001
-0.19999999999999996 1.88 0.0 7.354400000000001
-0.19999999999999996 1.92 0.0 7.349600000000001
-0.19999999999999996 1.96 0.0 7.3448
-0.19999999999999996 2.0 0.0 7.34
-0.15999999999999992 -2.0 0.0 8.052
-0.15999999999999992 -1.96 0.0 8.0472
-0.15999999999999992 -1.92 0.0 8.0424
-0.15999999999999992 -1.88 0.0 8.0376
-0.15999999999999992 -1.84 0.0 8.0328
-0.15999999999999992 -1.8 0.0 8.027999999999999
-0.15999999999999992 -1.76 0.0 8.0232
-0.15999999999999992 -1.72 0.0 8.0184
-0.15999999999999992 -1.68 0.0 8.0136
-0.15999999999999992 -1.6400000000000001 0.0 8.008799999999999
-0.15999999999999992 -1.6 0.0 8.004000000000001
-0.15999999999999992 -1.56 0.0 7.9992
-0.15999999999999992 -1.52 0.0 7.994400000000001
-0.15999999999999992 -1.48 0.0 7.989599999999999
-0.15999999999999992 -1.44 0.0 7.9848
-0.15999999999999992 -1.4 0.0 7.9799999999999995
-0.15999999999999992 -1.3599999999999999 0.0 7.975199999999999
-0.15999999999999992 -1.3199999999999998 0.0 7.9704
-0.15999999999999992 -1.28 0.0 7.965599999999999
-0.15999999999999992 -1.24 0.0 7.960800000000001
-0.15999999999999992 -1.2 0.0 7.956
-0.15999999999999992 -1.1600000000000001 0.0 7.951200000000001
-0.15999999999999992 -1.12 0.0 7.946400000000001
-0.15999999999999992 -1.08 0.0 7.9416
-0.15999999999999992 -1.04 0.0 7.9368
-0.15999999999999992 -1.0 0.0 7.932
-0.15999999999999992 -0.96 0.0 7.9272
-0.15999999999999992 -0.9199999999999999 0.0 7.9224
-0.15999999999999992 -0.8799999999999999 0.0 7.917599999999999
-0.15999999999999992 -0.8400000000000001 0.0 7.912799999999999
-0.15999999999999992 -0.8 0.0 7.9079999999999995
-0.15999999999999992 -0.76 0.0 7.903199999999999
-0.15999999999999992 -0.72 0.0 7.898399999999999
-0.15999999999999992 -0.6799999999999999 0.0 7.893600000000001
-0.15999999999999992 -0.6399999999999999 0.0 7.8888
-0.15999999999999992 -0.5999999999999999 0.0 7.884
-0.15999999999999992 -0.56 0.0 7.8792
-0.15999999999999992 -0.52 0.0 7.8744
-0.15999999999999992 -0.48 0.0 7.8696
-0.15999999999999992 -0.43999999999999995 0.0 7.8648
-0.15999999999999992 -0.3999999999999999 0.0 7.859999999999999
-0.15999999999999992 -0.3599999999999999 0.0 7.855199999999999
-0.15999999999999992 -0.32000000000000006 0.0 7.850399999999999
-0.15999999999999992 -0.28 0.0 7.845599999999999
-0.15999999999999992 -0.24 0.0 7.840800000000001
-0.15999999999999992 -0.19999999999999996 0.0 7.836
-0.15999999999999992 -0.15999999999999992 0.0 7.831200000000001
-0.15999999999999992 -0.11999999999999988 0.0 7.8264
-0.15999999999999992 -0.08000000000000007 0.0 7.8216
-0.15999999999999992 -0.040000000000000036 0.0 7.816800000000001
-0.15999999999999992 0.0 0.0 7.811999999999999
-0.15999999999999992 0.040000000000000036 0.0 7.8072
-0.15999999999999992 0.08000000000000007 0.0 7.8024
-0.15999999999999992 0.1200000000000001 0.0 7.797599999999999
-0.15999999999999992 0.16000000000000014 0.0 7.7928
-0.15999999999999992 0.20000000000000018 0.0 7.7879999999999985
-0.15999999999999992 0.2400000000000002 0.0 7.783200000000001
-0.15999999999999992 0.28000000000000025 0.0 7.7784
-0.15999999999999992 0.31999999999999984 0.0 7.7736
-0.15999999999999992 0.3599999999999999 0.0 7.768800000000001
-0.15999999999999992 0.3999999999999999 0.0 7.764
-0.15999999999999992 0.43999999999999995 0.0 7.7592
-0.15999999999999992 0.48 0.0 7.7544
-0.15999999999999992 0.52 0.0 7.749599999999999
-0.15999999999999992 0.56 0.0 7.7448
-0.15999999999999992 0.6000000000000001 0.0 7.739999999999999
-0.15999999999999992 0.6400000000000001 0.0 7.735199999999999
-0.15999999999999992 0.6800000000000002 0.0 7.730400000000001
-0.15999999999999992 0.7200000000000002 0.0 7.7256
-0.15999999999999992 0.7600000000000002 0.0 7.7208000000000006
-0.15999999999999992 0.8000000000000003 0.0 7.716
-0.15999999999999992 0.8399999999999999 0.0 7.711200000000001
-0.15999999999999992 0.8799999999999999 0.0 7.7064
-0.15999999999999992 0.9199999999999999 0.0 7.7016
-0.15999999999999992 0.96 0.0 7.6968
-0.15999999999999992 1.0 0.0 7.692
-0.15999999999999992 1.04 0.0 7.6872
-0.15999999999999992 1.08 0.0 7.6823999999999995
-0.15999999999999992 1.12 0.0 7.677599999999999
-0.15999999999999992 1.1600000000000001 0.0 7.672799999999999
-0.15999999999999992 1.2000000000000002 0.0 7.667999999999999
-0.15999999999999992 1.2400000000000002 0.0 7.663200000000001
-0.15999999999999992 1.2800000000000002 0.0 7.6584
-0.15999999999999992 1.3200000000000003 0.0 7.6536
-0.15999999999999992 1.3599999999999999 0.0 7.6488000000000005
-0.15999999999999992 1.4 0.0 7.644
-0.15999999999999992 1.44 0.0 7.6392
-0.15999999999999992 1.48 0.0 7.634399999999999
-0.15999999999999992 1.52 0.0 7.6296
-0.15999999999999992 1.56 0.0 7.6248
-0.15999999999999992 1.6 0.0 7.619999999999999
-0.15999999999999992 1.6400000000000001 0.0 7.615200000000001
-0.15999999999999992 1.6800000000000002 0.0 7.6104
-0.15999999999999992 1.7200000000000002 0.0 7.605600000000001
-0.15999999999999992 1.7600000000000002 0.0 7.6008000000000004
-0.15999999999999992 1.8000000000000003 0.0 7.596
-0.15999999999999992 1.8399999999999999 0.0 7.591200000000001
-0.15999999999999992 1.88 0.0 7.5864
-0.15999999999999992 1.92 0.0 7.5816
-0.15999999999999992 1.96 0.0 7.5767999999999995
-0.15999999999999992 2.0 0.0 7.571999999999999
-0.11999999999999988 -2.0 0.0 8.284
-0.11999999999999988 -1.96 0.0 8.279200000000001
-0.11999999999999988 -1.92 0.0 8.2744
-0.11999999999999988 -1.88 0.0 8.2696
-0.11999999999999988 -1.84 0.0 8.264800000000001
-0.11999999999999988 -1.8 0.0 8.26
-0.11999999999999988 -1.76 0.0 8.2552
-0.11999999999999988 -1.72 0.0 8.250399999999999
-0.11999999999999988 -1.68 0.0 8.245600000000001
-0.11999999999999988 -1.6400000000000001 0.0 8.2408
-0.11999999999999988 -1.6 0.0 8.236
-0.11999999999999988 -1.56 0.0 8.231200000000001
-0.11999999999999988 -1.52 0.0 8.226400000000002
-0.11999999999999988 -1.48 0.0 8.2216
-0.11999999999999988 -1.44 0.0 8.216800000000001
-0.11999999999999988 -1.4 0.0 8.212
-0.11999999999999988 -1.3599999999999999 0.0 8.2072
-0.11999999999999988 -1.3199999999999998 0.0 8.2024
-0.11999999999999988 -1.28 0.0 8.1976
-0.11999999999999988 -1.24 0.0 8.192800000000002
-0.11999999999999988 -1.2 0.0 8.188
-0.11999999999999988 -1.1600000000000001 0.0 8.183200000000001
-0.11999999999999988 -1.12 0.0 8.178400000000002
-0.11999999999999988 -1.08 0.0 8.1736
-0.11999999999999988 -1.04 0.0 8.168800000000001
-0.11999999999999988 -1.0 0.0 8.164000000000001
-0.11999999999999988 -0.96 0.0 8.1592
-0.11999999999999988 -0.9199999999999999 0.0 8.1544
-0.11999999999999988 -0.8799999999999999 0.0 8.1496
-0.11999999999999988 -0.8400000000000001 0.0 8.1448
-0.11999999999999988 -0.8 0.0 8.14
-0.11999999999999988 -0.76 0.0 8.1352
-0.11999999999999988 -0.72 0.0 8.1304
-0.11999999999999988 -0.6799999999999999 0.0 8.125600000000002
-0.11999999999999988 -0.6399999999999999 0.0 8.120800000000001
-0.11999999999999988 -0.5999999999999999 0.0 8.116000000000001
-0.11999999999999988 -0.56 0.0 8.1112
-0.11999999999999988 -0.52 0.0 8.1064
-0.11999999999999988 -0.48 0.0 8.101600000000001
-0.11999999999999988 -0.43999999999999995 0.0 8.0968
-0.11999999999999988 -0.3999999999999999 0.0 8.092
-0.11999999999999988 -0.3599999999999999 0.0 8.0872
-0.11999999999999988 -0.32000000000000006 0.0 8.0824
-0.11999999999999988 -0.28 0.0 8.0776
-0.11999999999999988 -0.24 0.0 8.0728
-0.11999999999999988 -0.19999999999999996 0.0 8.068000000000001
-0.11999999999999988 -0.15999999999999992 0.0 8.063200000000002
-0.11999999999999988 -0.11999999999999988 0.0 8.0584
-0.11999999999999988 -0.08000000000000007 0.0 8.053600000000001
-0.11999999999999988 -0.040000000000000036 0.0 8.0488
-0.11999999999999988 0.0 0.0 8.044
-0.11999999999999988 0.040000000000000036 0.0 8.039200000000001
-0.11999999999999988 0.08000000000000007 0.0 8.0344
-0.11999999999999988 0.1200000000000001 0.0 8.0296
-0.11999999999999988 0.16000000000000014 0.0 8.024799999999999
-0.11999999999999988 0.20000000000000018 0.0 8.02
-0.11999999999999988 0.2400000000000002 0.0 8.0152
-0.11999999999999988 0.28000000000000025 0.0 8.0104
-0.11999999999999988 0.31999999999999984 0.0 8.005600000000001
-0.11999999999999988 0.3599999999999999 0.0 8.000800000000002
-0.11999999999999988 0.3999999999999999 0.0 7.996
-0.11999999999999988 0.43999999999999995 0.0 7.991200000000001
-0.11999999999999988 0.48 0.0 7.986400000000001
-0.11999999999999988 0.52 0.0 7.9816
-0.11999999999999988 0.56 0.0 7.9768
-0.11999999999999988 0.6000000000000001 0.0 7.9719999999999995
-0.11999999999999988 0.6400000000000001 0.0 7.9672
-0.11999999999999988 0.6800000000000002 0.0 7.9624000000000015
-0.11999999999999988 0.7200000000000002 0.0 7.957600000000001
-0.11999999999999988 0.7600000000000002 0.0 7.952800000000001
-0.11999999999999988 0.8000000000000003 0.0 7.948
-0.11999999999999988 0.8399999999999999 0.0 7.943200000000001
-0.11999999999999988 0.8799999999999999 0.0 7.9384000000000015
-0.11999999999999988 0.9199999999999999 0.0 7.9336
-0.11999999999999988 0.96 0.0 7.928800000000001
-0.11999999999999988 1.0 0.0 7.924
-0.11999999999999988 1.04 0.0 7.9192
-0.11999999999999988 1.08 0.0 7.9144000000000005
-0.11999999999999988 1.12 0.0 7.909599999999999
-0.11999999999999988 1.1600000000000001 0.0 7.9048
-0.11999999999999988 1.2000000000000002 0.0 7.8999999999999995
-0.11999999999999988 1.2400000000000002 0.0 7.895200000000001
-0.11999999999999988 1.2800000000000002 0.0 7.890400000000001
-0.11999999999999988 1.3200000000000003 0.0 7.8856
-0.11999999999999988 1.3599999999999999 0.0 7.880800000000001
-0.11999999999999988 1.4 0.0 7.876000000000001
-0.11999999999999988 1.44 0.0 7.871200000000001
