# GRID
# t x y
# 0.0 1.0 50 -1.0 1.0 256 -1.0 1.0 256
# t x y n P ux uy uz Bx By Bz
0.0 -1.0 0.3647058823529412 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.37254901960784315 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.3803921568627451 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.388235294117647 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.39607843137254894 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.4039215686274509 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.4117647058823528 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.41960784313725497 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.4274509803921569 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.43529411764705883 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.44313725490196076 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.4509803921568627 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.45882352941176463 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.46666666666666656 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.4745098039215687 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.48235294117647065 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
